Name	meiotic_1_quant	meiotic_2_quant	veg_cells_1_quant	veg_cells_2_quant
YPR201W	0.0	0.0	0.0	0.0
YPR195C	21.34	26.3793	1.09227	3.55444
YPR192W	90.0798	131.878	0.21817	0.121708
YPR189W	11.8921	9.90851	6.28446	4.49777
YPR188C	61.901	63.428	67.3283	45.522
YPR185W	9.12354	9.31835	2.57837	1.92197
YPR184W	18.6422	17.8552	0.294082	0.382177
YPR183W	27.8107	24.8728	17.7831	29.8643
YPR181C	22.0704	20.6866	9.76306	19.5249
YPR178W	10.603	11.6011	5.76349	3.64722
YPR176C	25.7158	29.6631	26.545	12.6196
YPR175W	11.3858	12.3476	4.90062	3.61835
YPR174C	18.9175	24.0802	11.4908	5.27676
YPR173C	45.6564	55.3715	28.2983	19.7522
YPR171W	11.2737	8.82662	4.17236	4.63873
YPR169W	77.5686	68.5868	39.3704	24.459
YPR165W	368.548	455.22	205.49	127.835
YPR163C	101.754	120.762	90.1896	73.9833
YPR160W	24.5703	20.4912	0.485989	0.710848
YPR159W	44.0692	46.5161	16.4097	12.4948
YPR158C-C	0.0	0.0	0.0	0.0
YPR158W-B	13.2382	11.0969	6.78563	6.78758
YPR158W	209.213	192.991	8.01699	7.66691
YPR155C	10.1422	10.6653	5.26148	3.07228
YPR149W	364.725	351.484	110.375	194.884
YPR147C	16.4726	17.9603	19.9869	16.3825
YPR139C	20.7238	23.4371	35.3519	24.3406
YPR124W	227.616	214.906	25.065	5.52614
YPR120C	10.016	9.00253	9.62125	8.34597
YPR119W	2.21922	2.71268	14.5737	9.64872
YPR118W	21.5584	22.8815	43.5685	29.0606
YPR115W	12.6384	11.6148	1.46611	1.32703
YPR112C	49.598	46.1889	31.3692	15.5934
YPR110C	141.938	171.471	128.626	78.3516
YPR108W	59.716	70.4215	43.7855	29.7738
YPR104C	13.0667	13.4817	6.0207	4.03173
YPR100W	110.043	115.547	95.0242	71.2
YPR098C	53.1191	49.1205	17.7849	15.1579
YPR097W	10.6343	9.66952	7.64975	5.38908
YPR091C	43.5674	44.0389	22.6796	28.1826
YPR088C	34.8787	31.1981	36.4555	24.0772
YPR085C	23.0113	19.7635	9.83256	5.8609
YPR084W	14.0193	13.9612	3.61418	2.46587
YPR081C	8.78528	8.32808	1.77751	2.17545
YPR073C	56.7721	56.0284	80.5261	46.3348
YPR072W	36.4773	33.6397	17.9197	12.9923
YPR071W	9.05627	10.4544	39.1978	18.6108
YPR070W	19.3233	20.7942	11.8518	8.40467
YPR066W	4.89154	5.61815	1.43495	1.68856
YPR064W	1.34922	1.6819	0.514368	0.239121
YPR063C	77.9492	70.0238	64.6973	115.138
YPR062W	186.616	231.872	164.87	156.693
YPR055W	9.0253	8.34445	4.93372	3.73688
YPR052C	206.64	185.389	403.768	545.414
YPR051W	39.9683	49.8942	37.1345	23.0016
YPR048W	17.5202	16.5547	17.6466	8.77171
YPR047W	7.17966	6.92755	7.73916	3.22401
YPR046W	36.1793	35.3337	47.2662	20.3253
YPR043W	2311.23	2235.82	4441.91	5939.62
YPR042C	11.5557	9.44623	1.82049	2.63451
YPR036W-A	23031.6	18099.3	7565.81	2397.32
YPR036W	80.8579	85.1655	96.1843	74.9999
YPR035W	794.551	1070.39	183.362	289.736
YPR032W	7.54315	7.83034	2.3506	2.18077
YPR030W	10.9297	9.24842	0.280624	0.208732
YPR027C	3.24047	4.1061	0.58085	0.441053
YPR026W	12.63	13.1657	0.921081	0.900412
YPR025C	35.8121	36.1522	15.5745	8.94139
YPR019W	12.3008	11.0978	5.19675	4.4601
YPR015C	10.1667	10.1238	1.23906	1.72806
YPR010C	38.43	37.8851	26.0418	23.6921
YPR005C	20.0035	19.2433	1.60655	1.21632
YPR002W	34.8081	38.4728	7.36576	1.49073
YPL003W	10.7146	10.5961	4.17124	3.4619
YPL004C	62.55	63.7626	17.9167	33.4739
YPL006W	6.20036	5.81867	2.55476	2.60373
YPL011C	18.312	20.905	16.0814	8.41047
YPL012W	45.543	40.6652	22.2952	15.2218
YPL017C	6.09326	7.54437	0.186544	0.03252
YPL018W	15.7357	23.9611	2.57583	1.55985
YPL019C	171.968	179.712	20.0341	7.61524
YPL020C	22.0685	13.9342	4.79779	4.88009
YPL024W	96.9876	105.688	27.3717	9.73565
YPL027W	3.22527	2.7034	0.358371	0.166601
YPL029W	8.73074	8.56636	5.4466	3.45654
YPL030W	15.5736	16.1319	9.36168	10.8756
YPL032C	13.0424	10.7011	6.48885	7.69953
YPL033C	6.14424	6.64899	0.635767	0.068206
YPL037C	367.884	387.591	740.008	637.888
YPL040C	3.1161	3.42171	2.46153	2.22481
YPL041C	10.4046	13.0502	8.57279	11.9561
YPL042C	12.5499	14.6347	10.1132	6.42154
YPL046C	165.348	177.581	94.8384	54.6491
YPL049C	7.21029	7.34111	3.67957	4.69186
YPL050C	84.2778	98.6662	76.8773	51.5717
YPL054W	44.3688	35.0064	0.0	0.0
YPL057C	95.9311	103.951	8.23522	12.4348
YPL059W	65.8452	70.5975	71.3611	53.2663
YPL060W	14.8298	14.3697	6.02674	3.5149
YPL062W	5.76607	5.17801	0.188048	0.0
YPR199C	0.0	0.0	0.0	0.0
YPL065W	25.3293	21.8765	10.2229	12.3055
YPL066W	20.9029	18.4419	6.83374	6.28547
YPL067C	12.5362	16.3641	1.51197	2.46012
YPL072W	5.9414	6.14786	2.7282	1.78863
YPL076W	7.69581	6.83489	3.09661	2.74203
YPL086C	49.6659	48.76	32.8114	17.7275
YPL087W	83.8107	82.7032	25.1314	15.1285
YPL090C	279.826	362.759	1471.94	1064.34
YPL093W	105.145	94.7482	59.4134	52.0011
YPL094C	63.9202	72.8527	74.4655	57.6885
YPL095C	19.4591	21.2148	16.4848	13.1634
YPL100W	16.5641	18.4601	8.57279	5.83063
YPL106C	281.023	257.267	42.9416	60.044
YPL108W	22.0042	26.9157	30.6219	14.8683
YPL109C	6.62924	6.54667	1.18348	1.10822
YPL113C	3.72347	4.58974	2.78775	0.561592
YPL117C	320.829	377.483	174.271	97.4429
YPL118W	32.7955	33.2731	29.5188	19.3155
YPL119C	4.64001	5.30079	0.41795	0.481522
YPL128C	5.16655	5.70292	2.9978	3.22041
YPL130W	23.8026	22.8225	1.72675	2.11923
YPL131W	529.696	491.728	644.187	850.002
YPL132W	18.5437	20.011	24.0143	13.6332
YPL135W	783.331	974.64	124.229	53.9276
YPL137C	14.8577	13.526	4.42788	6.1867
YPL138C	22.3445	25.6864	15.8301	7.80972
YPL139C	20.8167	20.6669	9.98166	8.21623
YPL144W	73.8958	74.2142	109.145	144.418
YPL145C	35.1754	42.6829	26.9373	22.3097
YPL146C	92.0454	73.0804	38.3245	26.2156
YPR170W-B	1374.95	1405.63	671.612	774.926
YPL147W	13.5759	11.4037	2.44232	0.911757
YPL148C	60.1624	57.5019	24.3253	10.1627
YPL150W	15.9344	18.388	6.18316	4.03858
YPL151C	17.8351	18.8221	10.9369	8.7476
YPL154C	237.301	232.828	18.2473	19.2335
YPL155C	6.65372	6.98944	4.1439	3.82389
YPL156C	265.893	234.286	3.46879	2.75483
YPL039W	20.0156	25.9397	11.4345	5.27704
YPL157W	12.4417	14.1215	35.2442	15.4333
YPL161C	5.18982	5.51721	8.87481	5.24127
YPL163C	6.12853	5.20443	7.82006	15.0247
YPL164C	6.85076	8.13745	1.45891	1.19939
YPL166W	12.0454	16.1363	3.1973	2.07401
YPL169C	34.6781	47.9355	10.305	10.1758
YPL170W	570.334	641.738	89.8133	113.199
YPL176C	28.3332	29.6032	8.72206	6.53659
YPL179W	68.978	67.1994	11.5676	16.2312
YPL180W	12.8387	11.5373	2.76562	2.93063
YPL181W	51.0832	56.6345	19.1947	13.273
YPL034W	40.1839	39.3003	29.03	19.6697
YPL183W-A	279.397	264.025	102.33	76.336
YPL186C	16.1633	17.0325	1.00811	0.611287
YPL187W	2.04109	1.49677	0.470121	0.163914
YPL188W	70.5708	85.1847	16.8147	9.56004
YPL192C	15.4022	15.1146	4.98576	3.74413
YPL193W	56.9357	58.6716	20.3317	10.8886
YPL196W	25.2072	28.7028	15.6948	9.94945
YPL198W	256.954	228.126	212.668	275.136
YPL200W	11.5954	11.3943	0.0	0.0
YPL201C	20.2465	17.6494	0.590134	0.930384
YPL203W	15.101	19.8794	4.76544	4.14245
YPR193C	204.244	199.059	8.04523	5.1503
YPL207W	34.7926	32.8661	20.9093	20.3905
YPL214C	22.7541	25.9761	8.34302	7.19454
YPL215W	23.6859	24.9089	16.3426	10.6185
YPL217C	33.7926	29.4637	17.9016	15.758
YPL225W	316.079	313.289	309.177	243.265
YPL226W	47.5807	41.7812	20.8857	22.3146
YPL232W	98.8969	112.667	29.8493	27.7312
YPL235W	38.5354	40.2329	37.1218	28.5182
YPL240C	825.33	880.482	13.7204	15.4166
YPL241C	93.6184	70.2718	22.554	12.8447
YPL242C	8.20035	7.22958	6.10736	4.72882
YPL244C	18.9616	20.9638	34.6363	18.108
YPL249C	2.77868	2.41544	2.17999	1.52508
YPL249C-A	1730.96	1794.53	2976.42	3770.35
YPL252C	19.9641	19.8783	21.9961	17.983
YPL253C	3.10019	2.46072	4.57688	3.40755
YPL254W	20.1597	19.5496	21.8666	10.5217
YPL257W	4.97899	6.1796	2.63381	1.4693
YPL257W-B	0.0	0.0	0.0	0.0
YPL260W	61.4005	59.9661	12.6043	12.7503
YPL261C	0.929052	0.757576	0.0	0.682143
YPL262W	90.8032	88.4904	13.6038	14.6302
YPL263C	16.8198	18.7622	29.9847	14.6066
YPL268W	8.90792	9.14181	4.56973	2.2909
YPL269W	4.2292	4.82568	2.07579	2.316
YPL274W	46.7761	40.9844	13.5726	15.8682
YPL280W	0.0	1.11079	0.0	0.087609
YOR394C-A	1.28483	0.0	0.0	0.0
YOR390W	9.18829	6.95111	2.61463	3.26744
YOR389W	14.6674	16.1402	0.822149	0.397361
YOR387C	0.086806	0.083286	0.078565	0.328711
YOR385W	17.8116	15.4351	9.63786	3.98024
YOR383C	679.586	628.454	1.2777	1.11372
YOR382W	604.682	597.922	0.274976	0.191748
YOR381W-A	163.173	149.936	9.46985	0.0
YOR376W	0.664639	0.674447	0.0	0.0
YOR375C	672.602	787.872	79.8354	152.285
YOR374W	75.1315	78.0881	1.4685	1.27227
YOR372C	5.34645	5.16549	3.49771	5.54813
YOR371C	5.33645	4.99362	1.61003	1.46369
YOR369C	2290.11	2721.54	9439.94	8303.0
YOR368W	14.9994	14.2458	8.53692	3.99703
YOR363C	6.70595	6.98352	1.52065	1.43857
YOR361C	79.2471	76.9724	68.4866	61.2347
YOR357C	143.226	143.98	77.8079	49.6652
YOR356W	19.0523	22.0274	9.17278	7.70534
YOR352W	14.898	16.2161	4.17458	5.30225
YOR350C	14.924	12.3188	5.38777	3.7337
YOR343C	6.3617	8.78531	0.0	0.0
YOR338W	126.369	140.698	4.18865	0.531065
YOR334W	13.1389	12.7497	6.29064	6.46635
YOR332W	103.747	108.292	115.945	210.718
YOR328W	4.153	3.86851	2.85901	1.31692
YOR324C	18.6544	13.8324	1.60788	2.32066
YOR323C	19.0569	20.566	23.4272	22.0841
YOR320C	22.1019	20.3553	24.2262	19.1317
YOR319W	67.9547	77.0473	49.3723	19.392
YOR317W	38.7223	39.7669	17.586	6.9762
YOR316C	88.8641	97.5159	3.62301	2.24148
YOR314W	0.296388	0.438611	0.0	0.0
YOR313C	30.2757	35.9113	6.84035	3.65697
YOR311C	59.4524	61.217	18.1529	18.4004
YOR308C	10.4115	8.36917	3.33059	2.25538
YOR304C-A	224.902	298.503	218.111	124.573
YOR301W	4.08169	3.98736	3.8294	3.38115
YOR298C-A	935.092	1043.71	282.419	259.296
YOR296W	5.23057	4.34691	1.84386	1.28016
YOR293W	3256.74	3173.6	6484.01	5903.2
YOR287C	77.6629	83.5009	33.4326	15.812
YOR286W	159.252	145.746	56.9833	64.228
YOR285W	1216.11	1346.17	297.133	310.14
YPL216W	6.23894	5.60326	3.06816	1.42191
YOR284W	6.76057	6.82703	4.83776	2.78313
YOR312C	1108.72	1176.83	2301.3	1895.09
YOR281C	32.8537	38.972	30.4355	20.9574
YOR279C	22.558	22.3048	16.4301	8.80862
YPL143W	2400.96	2286.74	5484.16	5271.21
YOR276W	194.983	186.399	196.055	190.233
YOR274W	13.8735	15.987	14.4754	8.34964
YOR273C	5.06098	4.85383	2.61148	5.23993
YOR272W	82.9385	88.2019	57.9863	33.439
YOR271C	75.0434	76.8499	44.636	79.3655
YOR270C	78.8138	83.8564	65.8864	58.7315
YOR265W	73.905	63.859	85.189	85.1084
YOR264W	6.27884	5.22781	13.0228	12.0432
YOR262W	33.9379	34.6017	32.2678	15.1544
YOR261C	130.218	126.007	62.8932	39.4846
YOR260W	37.6791	32.9578	24.5999	23.0727
YOR259C	89.7889	96.6609	43.4199	28.4631
YOR258W	30.9908	27.6636	18.3976	9.45831
YOR257W	77.1483	76.9647	32.4822	20.3253
YOR255W	2.5331	2.12783	0.148965	0.138503
YOR253W	97.8941	109.678	162.126	101.41
YOR252W	182.298	178.294	46.5141	42.2086
YOR251C	28.937	34.4647	26.6053	20.1114
YOR250C	9.21045	8.78757	3.69702	5.82858
YOR249C	11.5139	10.5595	9.14083	3.66485
YOR247W	0.743425	0.707245	24.9618	54.1301
YOR245C	31.7232	28.1545	11.2596	6.33778
YOR244W	46.4812	46.9347	22.5036	10.4242
YOR242C	23.6454	17.603	1.1107	1.07963
YOR241W	19.8042	19.7919	26.2265	13.8218
YOR239W	15.2535	12.5589	11.8868	10.6962
YOR238W	78.4589	75.1597	17.6558	10.2548
YOR237W	16.5681	17.1264	0.911723	0.500908
YOR236W	10.1222	9.30466	15.7819	13.2694
YOR229W	10.6301	10.2237	5.58197	4.50891
YPL110C	10.8376	10.7404	1.78019	1.11664
YOR226C	335.802	338.491	19.9153	45.433
YOR224C	343.078	299.58	225.855	223.685
YOR220W	98.2012	133.707	15.9567	8.23397
YOR219C	6.41808	6.26139	2.0836	1.38908
YOR215C	119.717	140.6	31.0402	13.9901
YOR211C	16.5744	13.8155	4.96335	4.17364
YOR209C	30.2223	30.5458	21.4122	16.6511
YOR206W	71.9432	61.8381	48.6514	36.9158
YOR204W	68.0142	88.0896	17.8424	30.4165
YOR201C	29.5416	33.6831	27.8507	14.016
YOR192C-B	1.23536	1.77691	1.17217	0.46194
YOR192C-C	112.202	112.978	48.1388	17.1677
YOR192C	4.71803	4.21434	0.491046	0.390242
YOR189W	68.362	79.3135	71.2796	41.4545
YOR187W	47.4924	57.3516	58.6511	51.0043
YOR185C	37.3032	34.0038	2.4717	2.65855
YOR184W	137.867	152.546	147.143	85.5115
YOR183W	0.508449	0.85992	0.416393	0.580723
YOR182C	16670.6	15549.2	26351.3	25998.6
YOR181W	5.07013	4.04454	0.599888	0.812028
YOR179C	30.2147	27.8977	29.4233	13.4647
YOR175C	40.6661	44.1644	18.792	19.2901
YOR173W	41.9422	43.657	0.753814	0.901122
YOR172W	11.9444	12.0094	3.63136	3.75503
YOR168W	44.2843	42.6377	56.2226	45.4056
YOR167C	11493.9	12906.6	18062.8	19659.7
YPL239W	118.414	135.281	72.5797	44.7963
YOR166C	10.7374	10.0101	10.3452	6.92539
YOR165W	15.3927	15.2921	11.5834	9.51314
YOR162C	7.36937	5.91236	1.32185	1.73179
YOR161C-C	14.1234	25.8768	5.78313	0.0
YOR161C	16.159	16.3081	5.25506	5.48932
YOR160W	10.8015	10.0831	5.13275	5.25457
YOR158W	21.7252	19.1708	17.8101	11.672
YOR155C	18.9305	20.9061	7.95412	5.89673
YOR154W	42.2678	42.9757	18.2894	8.91414
YOR151C	37.1537	33.7572	19.5139	17.1148
YOR150W	65.9864	62.3501	35.7719	25.3646
YOR148C	110.909	106.79	23.3748	17.0257
YPL219W	7.22062	7.2039	1.3044	1.62073
YOR143C	24.2846	22.8414	47.6213	24.6194
YOR142W-A	0.0	0.0	0.0	0.0
YOR142W	86.7091	93.6677	24.0503	19.274
YOR140W	6.26644	5.65698	0.93795	1.09009
YOR137C	17.5136	17.8278	2.77252	1.75759
YOR136W	446.751	474.585	32.9773	18.4346
YOR130C	13.7311	15.9645	29.8544	9.80022
YOR129C	7.27505	7.59856	3.65542	2.52395
YOR126C	28.8254	35.5323	12.1708	7.83416
YOR124C	11.1203	8.68875	3.96092	3.0525
YOR123C	27.7893	27.4248	17.1576	13.207
YOR122C	434.886	469.187	514.197	413.954
YOR119C	24.8303	27.7535	21.7699	10.9976
YOR339C	16.2121	14.0045	5.53934	0.919697
YOR116C	23.2607	19.799	9.09757	11.0257
YOR114W	4.70816	4.13145	1.69836	1.9205
YOR113W	10.3216	10.0927	1.37852	1.69445
YPR137W	32.2977	31.1809	26.9694	19.414
YOR112W	9.98752	12.1635	6.81444	4.63209
YOR109W	9.41438	8.04159	3.11956	4.93256
YOR108W	50.9792	47.3326	26.2352	33.1287
YOR106W	47.0611	41.7711	16.0263	14.5181
YOR105W	302.217	277.016	72.0174	21.0787
YOR104W	35.8839	44.5782	11.4618	3.39527
YOR103C	276.325	231.342	176.923	148.673
YOR101W	37.1268	41.4353	43.5069	18.1134
YOR097C	35.1932	37.008	22.0179	14.915
YOR095C	205.279	236.018	153.978	83.9238
YOR093C	6.49306	5.47329	2.82353	2.25019
YOR092W	7.5217	6.9792	2.28859	2.17042
YOR091W	43.1895	43.8281	29.2954	29.9721
YPR099C	1.92185	2.06272	2.17923	1.13541
YPL071C	63.7747	64.053	23.2125	14.7152
YOR087W	6.11207	5.74409	4.67212	3.38374
YOR080W	19.4301	15.8079	6.83448	3.90029
YOR077W	10.4634	13.7973	7.59523	3.07822
YOR075W	42.6258	42.1145	16.9505	11.4089
YOR071C	2.42386	2.6238	2.10314	2.31638
YOR069W	13.572	14.363	11.7049	6.97325
YOR060C	8.90541	13.8711	11.9037	7.13713
YOR057W	40.3555	33.4663	12.8336	9.18756
YOR048C	21.3386	20.6459	9.39325	7.89247
YOR047C	24.4712	23.0976	11.4709	12.701
YOR042W	28.4979	29.6399	13.5807	16.1704
YOR040W	237.993	249.17	156.7	179.988
YOR039W	78.3267	83.0196	50.1647	36.4081
YOR035C	13.6546	14.4997	4.04215	2.85705
YOR032C	11.8676	10.9596	0.828839	1.15594
YOR026W	16.1752	15.4171	10.8552	7.28149
YOR023C	23.1226	19.4771	2.77212	4.25837
YOR021C	107.077	135.924	184.997	113.759
YOR196C	29.9119	36.1469	22.2341	12.0113
YOR017W	8.80557	8.05435	3.04607	3.19088
YOR015W	196.291	89.1511	21.993	49.8891
YOR012W	23.39	25.2339	25.7706	16.6073
YOR011W	8.30718	7.17591	0.974492	0.801325
YOR009W	15.1474	9.90018	1.22448	1.20545
YOR008C-A	14.286	9.45446	0.0	0.0
YOR007C	149.928	173.942	63.557	51.4806
YOR142W-B	0.0	0.0	0.0	0.0
YOR005C	11.0117	10.5292	2.69488	1.54111
YOR003W	7.00968	7.97436	2.652	1.50685
YOR002W	20.4555	21.93	20.8557	17.581
YOR111W	11.8198	12.6243	8.17947	4.07411
YOL003C	7.50796	7.74768	9.52962	5.82032
YOL004W	13.5151	10.3533	3.80301	4.9683
YOL005C	104.219	89.0484	50.0407	55.04
YOL007C	10.8752	10.1488	9.57811	14.1439
YOL008W	15.3109	11.9772	8.26105	13.5864
YOL009C	15.6647	14.8182	6.79765	3.59104
YOR079C	41.6262	38.5856	26.5781	14.6859
YOL012C	40.7197	39.2235	34.4128	47.4694
YOL013C	29.9999	29.1482	5.88755	5.81136
YOL014W	6.17032	6.32233	57.3776	59.7684
YOL015W	3.78972	4.43524	0.675157	0.618772
YOR100C	177.214	215.02	1.509	0.775352
YOL028C	23.0631	35.4732	9.4371	6.08093
YPL230W	90.9816	80.3892	0.912826	1.40477
YOL034W	8.91352	6.8311	2.21106	2.38648
YOL036W	48.6792	45.4171	9.04861	13.7669
YPR154W	36.3466	29.7443	4.24762	5.51541
YOL038W	95.1409	109.947	72.1047	50.3594
YOL038C-A	4.65146	13.2753	8.57092	11.9535
YOL040C	518.827	476.147	703.611	1524.06
YOL041C	62.1608	53.9619	37.5822	27.7719
YOL042W	20.1957	20.6546	12.5313	6.13139
YOL044W	29.0852	32.8834	16.4803	6.71501
YOL047C	4.80718	5.85325	0.213015	0.148541
YOL048C	39.7491	40.9216	2.43208	1.25239
YOR360C	99.397	114.069	42.9219	18.05
YOL049W	8.01888	9.50869	19.7328	12.9976
YPR016C	216.904	244.437	90.2497	77.7193
YOL052C	23.7761	24.4485	13.7825	15.8758
YOL059W	14.757	16.4651	14.37	11.3655
YOL061W	67.4291	82.636	50.2154	35.2131
YOL065C	4.55326	4.37324	3.41396	2.20097
YOL068C	57.8212	53.4253	29.8173	18.5859
YOR001W	28.2576	28.4911	12.1249	8.7882
YOL069W	6.79363	5.7192	7.6163	5.43968
YOL070C	8.53893	9.9725	12.6244	8.22075
YOL072W	13.0311	12.7559	5.91814	5.05406
YPL267W	17.2962	16.0782	13.1931	17.9718
YOL075C	5.23727	4.50561	1.45136	1.09594
YOL076W	5.67793	5.24581	15.0707	7.76558
YOL077C	176.744	195.808	121.013	82.0155
YOL080C	31.3817	34.272	45.9778	21.6366
YOL081W	25.2294	17.7464	2.6424	3.6988
YOL082W	23.4503	24.1109	4.03041	2.60685
YOL083W	25.3031	31.4159	1.47358	0.863158
YOL086C	123.374	137.313	865.387	1334.03
YOL092W	64.6406	64.3733	49.8995	55.9621
YOL093W	28.358	29.5337	30.5311	23.67
YOL094C	32.1189	28.7563	17.2786	16.3841
YPL092W	7.65657	9.22678	4.50014	1.1903
YOL098C	15.0248	16.2586	11.9446	12.3737
YOL102C	36.3859	36.5062	24.2128	15.3243
YPL001W	50.2122	47.9549	33.9776	15.4705
YOL103W	22.3661	23.9412	22.1558	13.8418
YPR164W	6.43842	6.17874	2.24437	2.38339
YOL052C-A	4720.17	4361.87	7.78301	5.4273
YOL103W-A	0.0	0.0	0.0	0.0
YOL105C	19.9873	16.2877	2.50246	3.6617
YOL107W	7.66546	7.406	3.53382	3.14899
YOL108C	33.595	37.305	17.2621	10.064
YPR011C	25.3073	21.499	5.62216	3.28097
YOL109W	4255.73	4373.53	2226.2	1591.23
YOL112W	32.068	35.9542	14.5856	7.11138
YOL113W	19.483	19.8546	6.19257	3.50191
YPL259C	9.28514	10.0264	5.19304	6.24268
YOL115W	28.6361	28.434	12.7436	10.2099
YOL119C	36.1771	37.7493	11.0928	4.56348
YOL120C	646.951	659.608	1570.24	1809.7
YPR078C	10.3029	12.7108	2.41498	0.795236
YOL122C	34.4516	38.0627	16.8219	13.4494
YOL123W	133.943	131.469	18.8222	26.4304
YOL124C	18.3446	21.3713	26.4599	16.4612
YOL126C	676.998	748.713	0.626473	1.28758
YOL128C	28.1597	29.126	30.7078	8.14864
YOL133W	128.729	147.113	89.4525	63.0784
YOL136C	45.0674	43.3498	12.505	6.67462
YOL138C	5.92353	4.35995	1.48979	2.00239
YOL144W	24.7975	23.47	11.9976	11.3012
YOL146W	31.4952	30.3068	30.4526	20.5073
YOL148C	14.8178	15.4268	9.47992	8.02622
YOL149W	74.3927	72.3863	47.9692	28.1638
YOL152W	2.64294	2.62472	0.50597	0.478835
YOL154W	90.0701	96.5017	8.45277	5.85369
YOL155C	307.216	266.4	14.3023	38.7858
YOL157C	4.01141	4.19768	0.58002	0.43375
YOL158C	55.6162	62.9308	9.72202	3.98485
YOL159C	28.7229	26.7028	6.13631	2.29233
YOL161C	3.82033	3.19284	1.10503	0.0
YOL162W	0.0	0.0	0.0	0.0
YOL164W	0.0	0.0	0.0	0.0
YOL006C	35.7489	28.8529	12.9183	9.09705
YOL165C	38.1966	28.2242	17.7533	17.2765
YOL166W-A	1.44523	0.0	0.0	0.0
YNR077C	123.06	76.1565	1.35037	5.64987
YNR072W	0.991607	0.975115	0.021781	0.0
YNR070W	1.62738	1.62572	0.132065	0.0
YNR069C	19.7601	28.9871	1.40959	0.266561
YNR065C	7.68812	6.96024	4.87012	3.18289
YNR063W	2.05519	2.07468	0.77776	0.69731
YNR059W	7.62315	7.88548	5.72017	3.70294
YNR052C	20.5023	21.3999	12.4583	11.6291
YNR049C	30.7489	34.786	12.7092	7.42962
YNR048W	9.65739	10.21	9.16332	5.10313
YNR044W	12.8689	9.18943	0.347714	0.63253
YNR041C	31.3547	33.7165	17.4415	16.5596
YNR040W	9.24513	10.6871	19.469	8.97278
YNR039C	14.6936	12.3038	4.40558	4.87392
YNR038W	19.8984	21.2638	10.2905	8.7498
YNR037C	160.855	160.709	217.834	160.617
YNR036C	70.8845	93.9118	55.4077	53.6895
YNR035C	52.9582	59.9497	33.6001	27.7614
YNR034W-A	1170.4	1095.57	5.98645	13.3584
YNR033W	5.79535	7.1399	5.22559	3.24974
YNR032C-A	600.175	586.242	479.783	394.787
YNR030W	8.46049	10.0395	7.46309	7.97978
YNR028W	30.5971	30.7196	13.9064	12.5495
YNR026C	23.4088	23.429	12.9489	8.15801
YNR024W	114.595	119.824	58.951	30.1939
YNR023W	19.2307	18.0804	7.25172	5.85526
YNR022C	48.5253	46.5622	66.3534	38.0203
YNR020C	16.5489	19.2629	14.8585	7.14815
YNR017W	74.7506	84.2578	34.9213	37.9341
YNR015W	29.3821	33.4506	18.0682	12.4871
YOR370C	75.7249	66.0648	27.7853	18.946
YNR014W	34.9917	38.5822	0.449576	1.77651
YNR013C	21.0966	17.3373	4.17761	4.65771
YNR011C	9.28776	8.88	4.12545	2.66337
YNR010W	61.0196	59.0909	19.6746	19.1058
YNR009W	3.84388	3.00972	10.7263	10.5692
YOR202W	120.917	125.612	67.6109	14.0752
YNR007C	33.4433	36.4134	5.54784	3.63058
YNR006W	30.6256	30.5867	4.95093	4.87104
YNR004W	32.8791	35.271	14.65	7.44907
YNR002C	14.8941	13.8343	0.097321	0.475049
YNL002C	294.17	286.244	202.492	127.436
YNL003C	50.5275	54.7139	19.7528	9.20518
YNL009W	7.12063	8.6855	2.93489	0.963094
YNL019C	2.19644	2.11427	0.433599	0.134382
YOL131W	5.74605	9.11069	0.0	0.0
YNL021W	9.34225	10.1557	6.51184	4.1498
YNL023C	18.4439	16.835	8.3766	6.75463
YNL024C-A	656.922	881.675	622.811	437.805
YNL027W	24.5287	20.4241	6.49172	4.68608
YNL029C	13.27	15.9195	10.0989	7.85891
YNL031C	620.872	550.831	903.262	769.418
YNL034W	1.1682	1.01391	0.180565	0.124398
YNL036W	1031.26	912.943	76.8618	82.026
YNL039W	24.4387	20.2315	9.93103	7.8653
YNL040W	17.8716	19.4876	19.007	10.6613
YNL042W	15.4822	13.8599	3.43823	4.31994
YNL045W	4.55474	4.0959	4.96795	3.38372
YNL046W	8.58546	9.51027	21.0209	12.845
YNL049C	6.94589	6.84276	5.33738	4.64383
YNL050C	78.6566	73.8442	32.1503	22.0221
YNL054W-A	0.0	0.0	0.0	0.0
YNL058C	1.61343	1.424	11.0602	8.29249
YNL061W	53.824	43.6725	19.48	34.6302
YNL062C	34.2155	39.5211	33.8622	20.0342
YNL064C	298.064	307.273	64.2137	72.7978
YNL071W	28.6486	25.855	15.6312	24.5463
YNL075W	106.209	116.83	87.7232	45.8053
YNL079C	66.7312	83.3979	211.028	165.158
YNL081C	71.0525	91.5595	42.7603	29.0362
YNL083W	16.0874	20.5157	7.12756	4.44359
YNL084C	31.2315	29.9342	29.6576	17.5814
YNL085W	27.0281	20.0246	13.9305	14.7161
YNL086W	37.0293	38.8047	12.717	8.86786
YNL087W	23.5736	23.1032	17.8503	15.261
YNL088W	9.54317	7.35593	7.39337	6.05178
YNL093W	10.7244	15.6316	0.42345	0.098428
YNL097C-B	19.1436	58.2784	105.824	49.1959
YOR190W	7.67659	7.74099	0.669749	0.448352
YNL099C	30.9763	29.4742	21.7826	18.889
YPR018W	5.70913	4.97469	3.7478	3.46733
