Name	meiotic_1_quant	meiotic_2_quant	veg_cells_1_quant	veg_cells_2_quant
SPOM_SPAPB1E7.08C	0.0	0.0	0.0	0.0
SPOM_SPAC16E8.07C	0.0	0.0	0.0	19.2255
SPOM_SPCC24B10.03	0.0	122.569	0.0	0.0
SPOM_SPAC4D7.13	0.0	0.0	0.0	37.7923
SPOM_SPAPB1E7.05	0.0	0.0	0.0	15.0816
SPOM_SPAPB1E7.03	52.3472	0.0	0.0	0.0
SPOM_SPCP31B10.07	281.02	76.5909	1045.89	361.373
SPOM_SPAC23H4.08	0.0	323.039	0.0	34.1808
SPOM_SPAC652.01	0.0	0.0	0.0	32.5312
SPOM_SPCC330.13	0.0	0.0	0.0	0.0
SPOM_SPAPB1E7.01C	0.0	0.0	0.0	0.0
SPOM_SPBC83.13	102.973	0.0	0.0	83.1471
SPOM_SPAC3G9.02	0.0	0.0	0.0	0.0
SPOM_SPBC1683.04	15.5895	0.0	0.0	18.882
SPOM_SPAC6G9.03C	61.0505	0.0	0.0	0.0
SPOM_SPAC6G9.02C	0.0	126.933	2599.99	644.678
SPOM_SPAC57A7.08	63.9503	0.0	0.0	0.0
SPOM_SPBC776.14	31.1402	0.0	0.0	12.5724
SPOM_SPAC6G10.11C	1189.29	1512.25	1757.61	2980.72
SPOM_SPAC17A5.05C	0.0	0.0	0.0	0.0
SPOM_SPAC3G6.01	0.0	0.0	0.0	6.92324
SPOM_SPAC6G10.10C	0.0	0.0	0.0	67.2673
SPOM_SPAC14C4.07	0.0	0.0	0.0	24.3925
SPOM_SPBC887.07	652.159	0.0	0.0	0.0
SPOM_SPBC2F12.13	21.0977	161.002	0.0	17.0357
SPOM_SPAC6G10.05C	0.0	56.0373	0.0	5.92933
SPOM_SPAC1486.10	0.0	0.0	0.0	42.3573
SPOM_SPAC22F3.13	0.0	26.4548	0.0	20.8221
SPOM_SPBC1685.10	335.696	480.336	1093.2	278.176
SPOM_SPAC1486.02C	0.0	0.0	0.0	0.0
SPOM_SPAC1834.07	58.3887	55.6976	0.0	11.7868
SPOM_SPAC3G9.04	0.0	0.0	0.0	62.0669
SPOM_SPAC2C4.13	0.0	0.0	0.0	17.9395
SPOM_SPAC3G9.06	17.6607	0.0	0.0	14.2605
SPOM_SPAC144.08	0.0	102.615	0.0	0.0
SPOM_SPCC18.02	0.0	68.626	0.0	0.0
SPOM_SPAC25H1.10C	286.861	0.0	0.0	0.0
SPOM_SPCC970.02	314.412	299.921	0.0	0.0
SPOM_SPAC3G9.09C	0.0	0.0	0.0	355.177
SPOM_SPBC25H2.07	1100.44	899.763	0.0	95.2043
SPOM_SPAC3G9.17	0.0	0.0	0.0	0.0
SPOM_SPAC3G9.15C	0.0	0.0	0.0	0.0
SPOM_SPBC337.03	0.0	0.0	0.0	0.0
SPOM_SPCC4F11.05	0.0	0.0	0.0	0.0
SPOM_SPAC3H1.04C	84.4903	0.0	0.0	17.0558
SPOM_SPBC646.12C	48.067	45.8516	0.0	0.0
SPOM_SPAC688.14	0.0	0.0	1045.55	97.2182
SPOM_SPAC688.08	27.2324	0.0	0.0	10.9947
SPOM_SPAC18G6.10	0.0	116.958	0.0	12.3754
SPOM_SPAC688.03C	0.0	0.0	0.0	0.0
SPOM_SPAC17A2.07C	0.0	0.0	0.0	0.0
SPOM_SPAC3F10.07C	0.0	296.754	0.0	0.0
SPOM_SPBC26H8.07C	52.7293	79.576	0.0	39.3571
SPOM_SPBC21B10.09	0.0	113.056	0.0	0.0
SPOM_SPBC23G7.08C	24.8936	0.0	0.0	0.0
SPOM_SPAC589.08C	0.0	0.0	0.0	0.0
SPOM_SPAC589.05C	123.122	234.894	0.0	298.251
SPOM_SPAC589.04	136.251	0.0	0.0	165.028
SPOM_SPAC589.02C	0.0	0.0	0.0	0.0
SPOM_SPAC227.14	0.0	52.4565	0.0	11.1009
SPOM_SPAC16A10.06C	0.0	383.446	0.0	0.0
SPOM_SPBC725.12	0.0	0.0	0.0	0.0
SPOM_SPAC16A10.03C	36.6232	0.0	0.0	36.5922
SPOM_SPCC297.06C	140.061	0.0	0.0	113.095
SPOM_SPAC29A4.07	0.0	0.0	0.0	50.9098
SPOM_SPBP35G2.10	0.0	0.0	0.0	0.0
SPOM_SPAC24C9.06C	67.0673	42.6508	0.0	27.0774
SPOM_SPAC1486.06	0.0	0.0	0.0	0.0
SPOM_SPAC24C9.04	0.0	0.0	0.0	128.744
SPOM_SPAC8E11.10	0.0	0.0	0.0	42.4819
SPOM_SPAC16E8.18	0.0	0.0	0.0	0.0
SPOM_SPAC4F8.04	0.0	136.429	0.0	32.704
SPOM_SPBC30D10.13C	96.171	0.0	0.0	150.388
SPOM_SPAC1786.02	0.0	0.0	0.0	18.7027
SPOM_SPAC1952.05	0.0	0.0	0.0	0.0
SPOM_SPBC1773.09C	0.0	88.8386	0.0	0.0
SPOM_SPCC16A11.01	234.594	0.0	0.0	0.0
SPOM_SPAC19G12.07C	32.5995	0.0	0.0	0.0
SPOM_SPAC31G5.17C	0.0	0.0	0.0	94.8026
SPOM_SPAC22H10.07	0.0	0.0	0.0	0.0
SPOM_SPAC3F10.17	0.0	0.0	0.0	73.6931
SPOM_SPAC6G10.08	0.0	90.0164	0.0	53.5936
SPOM_SPBC1826.01C	11.4665	65.6283	0.0	9.25888
SPOM_SPAC31G5.13	75.8417	0.0	987.922	30.6199
SPOM_SPAC31G5.21	668.526	0.0	0.0	0.0
SPOM_SPAC31G5.11	0.0	0.0	0.0	0.0
SPOM_SPAC3G9.16C	0.0	0.0	0.0	0.0
SPOM_SPBC106.07C	0.0	0.0	1090.57	34.1604
SPOM_SPAC31G5.09C	0.0	0.0	0.0	0.0
SPOM_SPAC24B11.11C	0.0	0.0	0.0	34.3901
SPOM_SPBC119.10	32.2635	0.0	0.0	39.0777
SPOM_SPAC31G5.05C	164.973	629.478	0.0	266.421
SPOM_SPAC5D6.07C	0.0	0.0	0.0	16.8737
SPOM_SPBC1703.03C	0.0	121.943	0.0	103.223
SPOM_SPAC1B3.21	5474.72	0.0	0.0	0.0
SPOM_SPAC31G5.03	1088.82	570.258	0.0	2637.57
SPOM_SPBC1861.05	0.0	174.09	0.0	0.0
SPOM_SPAPB2B4.02	0.0	351.305	0.0	74.3433
SPOM_SPAC1002.20	0.0	0.0	0.0	0.0
SPOM_SPAPB24D3.09C	0.0	0.0	0.0	0.0
SPOM_SPAPB24D3.02C	0.0	0.0	0.0	0.0
SPOM_SPAC4F10.08	188.01	502.165	0.0	0.0
SPOM_SPAC2E1P3.03C	0.0	0.0	0.0	0.0
SPOM_SPAC513.07	0.0	0.0	0.0	24.1305
SPOM_SPBC8D2.05C	0.0	70.3023	480.005	0.0
SPOM_SPAC513.05	45.1224	86.0854	0.0	9.10873
SPOM_SPAC1B9.02C	0.0	0.0	0.0	40.1282
SPOM_SPCP31B10.03C	0.0	0.0	0.0	0.0
SPOM_SPAC15E1.10	0.0	0.0	0.0	0.0
SPOM_SPBC17G9.04C	0.0	41.159	0.0	0.0
SPOM_SPAC589.07C	54.8465	0.0	0.0	0.0
SPOM_SPACUNK4.08	0.0	0.0	0.0	0.0
SPOM_SPCC1442.19	0.0	0.0	0.0	97.877
SPOM_SPAC5D6.13	0.0	0.0	0.0	9.12188
SPOM_SPBC1773.03C	0.0	0.0	0.0	0.0
SPOM_SPACUNK4.16C	37.1667	70.9074	0.0	0.0
SPOM_SPAC8F11.08C	87.4099	83.3812	0.0	17.6452
SPOM_SPAC343.05	0.0	0.0	0.0	0.0
SPOM_SPAC1F5.07C	0.0	0.0	0.0	0.0
SPOM_SPAC23G3.12C	80.0946	0.0	347.774	21.558
SPOM_SPAC3H5.13	439.35	0.0	0.0	0.0
SPOM_SPAC8F11.05C	620.899	2331.61	0.0	0.0
SPOM_SPBP35G2.03C	0.0	331.788	0.0	0.0
SPOM_SPAC19A8.15	26.3665	50.3026	0.0	21.2902
SPOM_SPCC1682.04	0.0	0.0	0.0	23.6966
SPOM_SPAC3F10.06C	64.438	291.326	0.0	20.5502
SPOM_SPAC2H10.02C	0.0	0.0	0.0	0.0
SPOM_SPAC12G12.09	41.3933	0.0	0.0	0.0
SPOM_SPAC3F10.05C	0.0	217.764	0.0	46.0834
SPOM_SPAC3F10.03	0.0	141.395	0.0	14.9611
SPOM_SPAC1F3.08C	0.0	607.855	0.0	0.0
SPOM_SPBC15C4.04C	0.0	52.9566	0.0	11.2067
SPOM_SPAC11G7.01	53.0233	0.0	0.0	10.7037
SPOM_SPAC1805.17	57.9563	55.2851	0.0	23.399
SPOM_SPAC57A7.11	0.0	0.0	0.0	0.0
SPOM_SPAPB1A11.04C	0.0	0.0	0.0	0.0
SPOM_SPAC1805.16C	0.0	0.0	0.0	0.0
SPOM_SPAC1805.14	0.0	0.0	0.0	67.6753
SPOM_SPAC1805.12C	0.0	0.0	0.0	743.033
SPOM_SPAC17G6.03	0.0	0.0	0.0	0.0
SPOM_SPAC1805.01C	0.0	0.0	420.376	0.0
SPOM_SPCC4F11.03C	149.243	0.0	0.0	0.0
SPOM_SPAC4H3.09	0.0	369.223	0.0	312.541
SPOM_SPBC1271.15C	0.0	0.0	0.0	0.0
SPOM_SPAC6F6.06C	17.1974	32.8672	0.0	0.0
SPOM_SPAC6F6.05	590.837	1126.53	5161.58	719.907
SPOM_SPAC824.09C	48.5893	0.0	0.0	0.0
SPOM_SPAC29E6.06C	30.57	174.966	0.0	12.3422
SPOM_SPAC27D7.03C	57.8158	110.302	0.0	5.83556
SPOM_SPAC23H4.09	467.398	0.0	3352.64	689.4
SPOM_SPAC29A4.04C	0.0	0.0	1018.77	189.457
SPOM_SPAC644.18C	191.606	0.0	0.0	0.0
SPOM_SPAC17G8.09	0.0	737.306	0.0	0.0
SPOM_SPBPJ4664.05	180.165	0.0	0.0	0.0
SPOM_SPAC644.17C	116.914	0.0	0.0	0.0
SPOM_SPAC644.15	0.0	0.0	4118.83	1148.94
SPOM_SPAC3H8.02	26.8932	0.0	350.313	21.7154
SPOM_SPAC644.14C	0.0	0.0	0.0	67.1807
SPOM_SPAC1687.13C	0.0	229.92	0.0	0.0
SPOM_SPAC644.06C	26.3606	42.0206	0.0	20.323
SPOM_SPACUNK4.07C	0.0	47.7011	0.0	0.0
SPOM_SPAC1783.01	0.0	0.0	0.0	31.0589
SPOM_SPAC637.11	53.9253	0.0	0.0	0.0
SPOM_SPAC1486.09	83.2544	0.0	0.0	33.6127
SPOM_SPAC4F8.05C	0.0	0.0	0.0	52.5504
SPOM_SPCC757.12	18.9547	72.3243	0.0	0.0
SPOM_SPAC17A2.05	0.0	0.0	0.0	0.0
SPOM_SPAC4F8.12C	33.2002	0.0	0.0	26.8081
SPOM_SPAC4F8.13C	0.0	0.0	0.0	11.4284
SPOM_SPAC4F8.14C	0.0	0.0	0.0	23.0732
SPOM_SPAC4F8.15	0.0	52.1815	356.282	33.1281
SPOM_SPBC16G5.16	0.0	0.0	0.0	0.0
SPOM_SPBC17D11.06	95.8031	0.0	0.0	0.0
SPOM_SPAC22G7.05	0.0	0.0	0.0	123.262
SPOM_SPBC215.13	0.0	0.0	0.0	0.0
SPOM_SPAC7D4.02C	0.0	337.888	0.0	0.0
SPOM_SPBC24C6.07	0.0	90.0102	0.0	0.0
SPOM_SPAC1486.07C	89.439	170.634	0.0	36.1096
SPOM_SPAC2C4.14C	69.0268	0.0	0.0	0.0
SPOM_SPAC23H4.16C	0.0	0.0	0.0	248.42
SPOM_SPAC7D4.15C	0.0	0.0	0.0	0.0
SPOM_SPAC17H9.16	0.0	0.0	0.0	511.971
SPOM_SPBC800.13	47.8832	0.0	0.0	0.0
SPOM_SPAC9E9.17C	0.0	93.4247	0.0	0.0
SPOM_SPAC7D4.12C	0.0	0.0	0.0	0.0
SPOM_SPAC7D4.13C	60.7248	0.0	0.0	73.5501
SPOM_SPAC7D4.05	0.0	0.0	0.0	127.019
SPOM_SPAC4C5.04	0.0	108.486	0.0	22.958
SPOM_SPCC132.02	0.0	0.0	0.0	20.7017
SPOM_SPBC16G5.17	34.3242	0.0	0.0	13.8579
SPOM_SPAC823.15	0.0	0.0	0.0	0.0
SPOM_SPCC1020.08	30.4955	0.0	0.0	49.2484
SPOM_SPAC26A3.06	0.0	0.0	0.0	186.544
SPOM_SPAC16A10.02	60.7654	88.199	0.0	37.2592
SPOM_SPAPB2B4.05	0.0	0.0	0.0	134.69
SPOM_SPAC323.05C	0.0	0.0	0.0	0.0
SPOM_SPAC22H10.11C	0.0	0.0	0.0	51.4103
SPOM_SPAC637.08	60.9691	0.0	0.0	9.91085
SPOM_SPAC926.10	0.0	0.0	0.0	0.0
SPOM_SPAC2F7.05C	262.688	334.108	1140.6	494.929
SPOM_SPAC7D4.09C	0.0	0.0	0.0	0.0
SPOM_SPAC823.07	0.0	0.0	0.0	0.0
SPOM_SPAC3G9.11C	0.0	0.0	0.0	0.0
SPOM_SPAC823.05C	111.699	0.0	0.0	180.387
SPOM_SPAC19B12.08	22.0216	0.0	0.0	0.0
SPOM_SPBC14C8.09C	0.0	0.0	0.0	0.0
SPOM_SPBC23G7.12C	61.5305	0.0	0.0	173.894
SPOM_SPCC70.12C	0.0	0.0	0.0	0.0
SPOM_SPBP8B7.03C	0.0	0.0	976.682	605.431
SPOM_SPAC890.05	140.139	133.681	0.0	99.0135
SPOM_SPAC4A8.05C	0.0	0.0	0.0	0.0
SPOM_SPBC119.05C	36.3046	0.0	0.0	0.0
SPOM_SPAC56F8.06C	38.5632	0.0	0.0	0.0
SPOM_SPCC1672.01	20.8935	0.0	0.0	25.1295
SPOM_SPAC3H5.09C	0.0	13.935	0.0	2.94893
SPOM_SPBC14C8.16C	0.0	358.152	1222.68	75.7923
SPOM_SPAC25H1.05	300.997	1722.74	0.0	60.7614
SPOM_SPAC25H1.04	0.0	414.016	0.0	0.0
SPOM_SPAC25H1.03	0.0	0.0	0.0	0.0
SPOM_SPAC23H3.14	116.148	0.0	0.0	33.0415
SPOM_SPAC23H3.11C	0.0	0.0	0.0	0.0
SPOM_SPBC1604.25	0.0	0.0	0.0	0.0
SPOM_SPAC24C9.08	48.9502	0.0	0.0	19.7629
SPOM_SPAC23H3.09C	0.0	0.0	0.0	24.9056
SPOM_SPBC1604.12	0.0	0.0	0.0	0.0
SPOM_SPAC23D3.07	0.0	0.0	1176.81	182.372
SPOM_SPAC29A4.11	0.0	175.137	0.0	0.0
SPOM_SPAC23H3.07C	0.0	0.0	797.974	68.9329
SPOM_SPBC215.15	106.024	202.275	0.0	171.223
SPOM_SPAC24H6.01C	0.0	0.0	0.0	48.2841
SPOM_SPAC57A10.02	39.2031	0.0	0.0	15.8276
SPOM_SPAC23H3.05C	26.0538	99.412	0.0	21.0376
SPOM_SPAC23H3.03C	32.498	0.0	0.0	65.6027
SPOM_SPBC646.02	0.0	0.0	0.0	0.0
SPOM_SPAC23H3.02C	488.738	186.485	2546.54	631.425
SPOM_SPAC23H3.08C	126.479	0.0	0.0	0.0
SPOM_SPAC1952.07	55.5522	105.984	0.0	67.285
SPOM_SPCC777.11	0.0	0.0	0.0	0.0
SPOM_SPAC19A8.03	0.0	0.0	0.0	0.0
SPOM_SPCC417.09C	22.4198	0.0	0.0	9.05165
SPOM_SPAC3H5.07	154.777	0.0	4032.28	624.888
SPOM_SPAC1486.04C	74.0769	0.0	0.0	11.6965
SPOM_SPAC19A8.07C	0.0	0.0	0.0	68.749
SPOM_SPAC1B3.03C	0.0	0.0	0.0	287.527
SPOM_SPAC589.06C	432.271	824.696	0.0	174.523
SPOM_SPBC1685.16	220.448	0.0	0.0	89.0026
SPOM_SPAC19A8.08	55.3425	0.0	0.0	21.1565
SPOM_SPAC19G12.06C	116.696	0.0	0.0	23.5571
SPOM_SPBP22H7.04	0.0	0.0	0.0	0.0
SPOM_SPCC63.11	0.0	80.9238	0.0	0.0
SPOM_SPAC19A8.10	0.0	0.0	0.0	0.0
SPOM_SPAC1786.03	0.0	0.0	0.0	0.0
SPOM_SPBC1734.02C	0.0	0.0	0.0	0.0
SPOM_SPBC1604.21C	0.0	143.937	0.0	30.46
SPOM_SPBC16E9.03C	0.0	0.0	0.0	0.0
SPOM_SPAC19A8.11C	0.0	130.611	0.0	55.2799
SPOM_SPAC31G5.14	41.407	0.0	0.0	0.0
SPOM_SPAC19A8.12	48.2337	0.0	0.0	19.4736
SPOM_SPAC19A8.14	0.0	0.0	0.0	0.0
SPOM_SPAC24C9.13C	0.0	0.0	0.0	0.0
SPOM_SPAC3F10.18C	34524.0	32932.8	112428.0	132416.0
SPOM_SPAC644.16	0.0	0.0	0.0	43.3563
SPOM_SPAC17G8.14C	23.047	43.9696	0.0	0.0
SPOM_SPAC25B8.19C	0.0	0.0	0.0	0.0
SPOM_SPAC6B12.13	0.0	0.0	0.0	0.0
SPOM_SPAC6B12.10C	0.0	0.0	0.0	38.1248
SPOM_SPBC646.13	86.1766	0.0	0.0	0.0
SPOM_SPACUNK4.11C	0.0	0.0	0.0	48.1921
SPOM_SPBC28E12.03	0.0	0.0	0.0	5.53283
SPOM_SPBC776.18C	0.0	0.0	0.0	50.227
SPOM_SPAC6B12.08	141.645	675.586	0.0	57.1872
SPOM_SPAC6B12.06C	0.0	0.0	0.0	0.0
SPOM_SPCC1393.03	585.115	372.098	0.0	629.95
SPOM_SPBC14F5.11C	68.4965	0.0	461.403	0.0
SPOM_SPAC6B12.05C	0.0	0.0	0.0	19.2218
SPOM_SPAC6B12.18	0.0	0.0	0.0	0.0
SPOM_SPAC6B12.02C	21.3168	0.0	0.0	0.0
SPOM_SPAC6B12.11	0.0	66.2471	0.0	14.0193
SPOM_SPAC15F9.02	92.8203	0.0	1209.09	187.374
SPOM_SPAC1B2.05	21.1119	0.0	0.0	0.0
SPOM_SPAP32A8.02	34.9371	0.0	0.0	0.0
SPOM_SPAC6B12.09	0.0	386.236	0.0	81.7356
SPOM_SPBC18E5.06	224.204	394.529	0.0	1085.38
SPOM_SPAC4A8.09C	0.0	0.0	0.0	34.7925
SPOM_SPAC22H10.10	0.0	0.0	0.0	0.0
SPOM_SPAC22H10.06C	0.0	0.0	0.0	0.0
SPOM_SPAC823.04	0.0	0.0	0.0	0.0
SPOM_SPAC22H10.05C	0.0	78.4007	0.0	0.0
SPOM_SPAC23C4.09C	0.0	0.0	0.0	21.8702
SPOM_SPCC622.07	104.958	0.0	0.0	32.7304
SPOM_SPAC17G8.11C	170.941	244.594	0.0	17.2537
SPOM_SPAC17G8.08C	0.0	0.0	0.0	184.166
SPOM_SPAC17G8.07	0.0	0.0	0.0	0.0
SPOM_SPAC17G8.03C	71.7562	0.0	0.0	28.9705
SPOM_SPAC6C3.07	37.5794	71.6948	0.0	0.0
SPOM_SPAC5H10.13C	18.5037	70.6035	0.0	41.9822
SPOM_SPCC16C4.02C	0.0	55.452	0.0	0.0
SPOM_SPAC13G7.13C	0.0	0.0	0.0	0.0
SPOM_SPAC630.15	0.0	0.0	0.0	0.0
SPOM_SPAC6F6.01	0.0	0.0	0.0	5.59034
SPOM_SPAC23E2.01	24.605	0.0	0.0	69.5371
SPOM_SPAC13G7.06	0.0	0.0	0.0	24.5883
SPOM_SPCC613.08	0.0	0.0	0.0	0.0
SPOM_SPAC1610.04	29.0656	110.904	0.0	0.0
SPOM_SPAC57A7.15C	0.0	0.0	0.0	0.0
SPOM_SPAC16A10.01	0.0	0.0	0.0	0.0
SPOM_SPAC4G9.22	359.296	0.0	1170.06	0.0
SPOM_SPBC31F10.13C	42.6626	40.6963	0.0	8.61217
SPOM_SPAC4G9.20C	0.0	104.045	0.0	0.0
SPOM_SPBC15D4.02	22.5734	0.0	0.0	9.11366
SPOM_SPBC19C2.02	0.0	0.0	0.0	41.9879
SPOM_SPAC1805.06C	0.0	0.0	649.048	60.3503
SPOM_SPCC126.03	0.0	0.0	0.0	64.6498
SPOM_SPAPB1E7.11C	0.0	0.0	0.0	28.1478
SPOM_SPAC17C9.01C	0.0	478.252	0.0	41.0935
SPOM_SPAC4G9.16C	1239.75	1419.13	0.0	4204.45
SPOM_SPBC1703.12	70.623	0.0	0.0	0.0
SPOM_SPAC6G9.12	0.0	124.356	0.0	0.0
SPOM_SPAC12G12.16C	0.0	0.0	0.0	0.0
SPOM_SPBC11G11.07	0.0	0.0	0.0	45.6259
SPOM_SPCC594.01	29.1808	55.6717	0.0	23.5626
SPOM_SPBC19G7.06	0.0	0.0	0.0	0.0
SPOM_SPAC4G9.12	2642.91	2544.06	0.0	107.675
SPOM_SPBP16F5.08C	0.0	0.0	0.0	87.7969
SPOM_SPAC4G9.11C	185.229	176.692	0.0	0.0
SPOM_SPAC11D3.06	0.0	0.0	0.0	0.0
SPOM_SPCC1840.04	43.5226	166.067	0.0	0.0
SPOM_SPBC2F12.04	316.199	0.0	2059.42	1148.94
SPOM_SPAC4G9.07	21.6522	0.0	0.0	8.74174
SPOM_SPAC4G9.03	0.0	0.0	955.512	63.2464
SPOM_SPAC4G9.02	0.0	0.0	1468.1	45.5027
SPOM_SPBC146.01	20.8726	39.8212	0.0	0.0
SPOM_SPAC13D6.01	0.0	0.0	0.0	0.0
SPOM_SPAC3F10.09	152.237	0.0	0.0	30.7316
SPOM_SPAC3G9.12	0.0	0.0	0.0	6.99896
SPOM_SPBC4.02C	58.4569	0.0	0.0	94.4042
SPOM_SPCC1620.10	0.0	0.0	0.0	50.4023
SPOM_SPCC24B10.18	0.0	0.0	0.0	0.0
SPOM_SPAC18G6.14C	484.952	555.121	0.0	1801.29
SPOM_SPAC18G6.13	0.0	0.0	0.0	0.0
SPOM_SPCC737.08	0.0	0.0	0.0	22.698
SPOM_SPAC18G6.11C	57.9966	0.0	0.0	23.4152
SPOM_SPAPB8E5.06C	293.162	352.607	0.0	98.3841
SPOM_SPBC1773.17C	0.0	0.0	0.0	138.25
SPOM_SPAC4A8.06C	0.0	63.1809	0.0	26.7408
SPOM_SPAC18G6.02C	91.4643	0.0	0.0	0.0
SPOM_SPCC622.15C	0.0	0.0	0.0	0.0
SPOM_SPAC3F10.19	712.764	0.0	0.0	0.0
SPOM_SPAC1F12.06C	57.676	0.0	0.0	0.0
SPOM_SPAPB2B4.04C	31.7361	0.0	0.0	0.0
SPOM_SPAC23D3.06C	19.0036	0.0	0.0	7.6724
SPOM_SPAC13F5.02C	0.0	0.0	0.0	38.7086
SPOM_SPAC4H3.03C	0.0	0.0	0.0	0.0
SPOM_SPAC1039.05C	0.0	0.0	0.0	9.9008
SPOM_SPBPB21E7.10	0.0	0.0	0.0	0.0
SPOM_SPAC13F5.01C	0.0	0.0	0.0	0.0
SPOM_SPAC23C11.14	55.2093	35.1098	239.721	41.2229
SPOM_SPAC23C11.13C	0.0	118.32	0.0	75.1166
SPOM_SPCC285.13C	20.4632	0.0	0.0	8.26172
SPOM_SPAC11E3.05	0.0	0.0	0.0	22.7684
SPOM_SPBC32F12.02	0.0	0.0	0.0	71.1019
SPOM_SPAC23C11.09	0.0	0.0	0.0	29.7257
SPOM_SPBC16G5.04	226.838	0.0	0.0	274.747
SPOM_SPAC1565.08	86.4742	412.443	0.0	139.65
SPOM_SPAC23C11.08	0.0	0.0	0.0	0.0
SPOM_SPAC23C11.07	0.0	0.0	0.0	0.0
SPOM_SPAC15A10.13	0.0	0.0	0.0	7.65382
SPOM_SPAC23C11.06C	93.8464	0.0	0.0	9.47226
SPOM_SPAC15F9.03C	0.0	0.0	0.0	0.0
SPOM_SPAC20H4.11C	376.02	1673.88	0.0	0.0
SPOM_SPAC227.11C	0.0	0.0	0.0	41.0004
SPOM_SPAC20H4.09	167.287	0.0	544.776	118.194
SPOM_SPAC24H6.09	27.1792	0.0	0.0	0.0
SPOM_SPAPB2B4.01C	33.787	0.0	0.0	13.641
SPOM_SPAC9G1.02	20.3073	0.0	0.0	8.19875
SPOM_SPAC20H4.04	0.0	0.0	0.0	0.0
SPOM_SPAC4F10.20	2522.58	12065.0	0.0	1276.6
SPOM_SPAC20H4.03C	0.0	0.0	0.0	212.857
SPOM_SPAPB1A10.02	0.0	0.0	0.0	0.0
SPOM_SPAC13G7.02C	73.8838	41.4694	0.0	37.2868
SPOM_SPBC3E7.02C	1230.38	0.0	0.0	0.0
SPOM_SPBC1685.09	647.662	0.0	0.0	1027.64
SPOM_SPAC1786.01C	0.0	30.964	0.0	0.0
SPOM_SPAC2F3.09	52.6776	0.0	0.0	21.2678
SPOM_SPAPB1A11.01	0.0	0.0	0.0	0.0
SPOM_SPAC16A10.04	130.161	1489.94	0.0	105.101
SPOM_SPCC1281.05	88.2207	112.206	0.0	11.8726
SPOM_SPAC25A8.02	0.0	98.1459	0.0	20.7697
SPOM_SPBC4B4.12C	0.0	768.126	0.0	0.0
SPOM_SPBC902.04	129.488	0.0	0.0	26.1393
SPOM_SPBC3H7.11	0.0	0.0	0.0	0.0
SPOM_SPBC16A3.02C	48.0486	0.0	0.0	38.7977
SPOM_SPAC3C7.12	0.0	0.0	0.0	0.0
SPOM_SPAPJ695.01C	0.0	0.0	0.0	0.0
SPOM_SPAC18G6.04C	0.0	0.0	0.0	32.9124
SPOM_SPAC4H3.04C	0.0	0.0	0.0	0.0
SPOM_SPAC13G6.12C	0.0	0.0	0.0	0.0
SPOM_SPAC4G9.05	102.093	504.716	0.0	17.3225
SPOM_SPBC18E5.04	807.095	597.28	0.0	1527.44
SPOM_SPAC3C7.10	0.0	0.0	0.0	94.1405
SPOM_SPAC3C7.09	0.0	0.0	0.0	0.0
SPOM_SPBC13G1.03C	0.0	0.0	0.0	46.0834
SPOM_SPBC4F6.12	0.0	0.0	0.0	0.0
SPOM_SPAC2C4.12C	34.0442	0.0	0.0	0.0
SPOM_SPAC22G7.10	140.837	0.0	0.0	60.7614
SPOM_SPAC1B2.02C	71.6331	136.663	0.0	0.0
SPOM_SPAC630.06C	0.0	0.0	0.0	33.9399
SPOM_SPAC13G7.08C	0.0	79.6025	0.0	0.0
SPOM_SPAC3C7.06C	0.0	0.0	0.0	7.20854
SPOM_SPAC3C7.03C	189.124	144.78	0.0	91.9154
SPOM_SPCC1281.07C	191.022	0.0	0.0	38.561
SPOM_SPAC3C7.02C	183.243	0.0	0.0	0.0
SPOM_SPCC736.12C	0.0	0.0	0.0	22.8129
SPOM_SPAC1687.17C	126.352	0.0	0.0	153.038
SPOM_SPAC1486.11	0.0	0.0	0.0	0.0
SPOM_SPBC839.12	0.0	0.0	0.0	27.8225
SPOM_SPAC732.02C	28.9849	0.0	0.0	11.7022
SPOM_SPAC607.09C	50.3679	0.0	0.0	0.0
SPOM_SPAC1250.04C	0.0	0.0	0.0	0.0
SPOM_SPBC1A4.09	0.0	0.0	0.0	42.4373
SPOM_SPCC737.05	0.0	80.8417	551.966	0.0
SPOM_SPCC1742.01	7.78359	14.8497	0.0	3.20855
SPOM_SPAC24C9.14	0.0	0.0	0.0	0.0
SPOM_SPAC13D6.03C	0.0	0.0	0.0	27.3114
SPOM_SPAC607.06C	37.1226	0.0	0.0	29.9754
SPOM_SPAC3G9.01	0.0	0.0	0.0	0.0
SPOM_SPAC13A11.03	92.3412	0.0	0.0	0.0
SPOM_SPAC1687.22C	0.0	0.0	0.0	8.21206
SPOM_SPBC1105.10	0.0	0.0	0.0	31.7207
SPOM_SPAC1834.10C	0.0	0.0	0.0	0.0
SPOM_SPAC17H9.20	0.0	0.0	0.0	0.0
SPOM_SPAPB1A11.02	0.0	0.0	0.0	0.0
SPOM_SPBPB2B2.17C	0.0	0.0	0.0	0.0
SPOM_SPBC1861.08C	46.1536	264.158	0.0	37.2676
SPOM_SPBC146.05C	173.427	110.29	753.028	116.698
SPOM_SPAC17H9.11	453.676	0.0	0.0	0.0
SPOM_SPAC19A8.09	0.0	0.0	0.0	0.0
SPOM_SPAC23C11.16	0.0	0.0	0.0	14.9566
