Name	Hy2489_1_quant	Hy2489_2_quant	P6_1_quant	P6_2_quant
NCU05902	40.0912	44.8078	25.0638	26.7619
NCU05899	111.069	89.4232	160.669	166.976
NCU05895	46.4721	50.0013	71.7727	87.0534
NCU05890	104.81	82.4917	18.3918	20.0777
NCU05887	4.37434	2.46589	14.2102	19.2822
NCU05886	2.58657	0.440052	2.67476	2.63506
NCU05885	5.14355	2.874	4.9268	6.04234
NCU05883	0.0	0.294816	6.52877	7.47229
NCU05878	149.654	167.669	155.138	208.106
NCU05881	137.739	135.263	1058.37	1091.69
NCU05877	0.0	0.326865	49.6443	80.5907
NCU05872	5.27264	4.46305	53.3552	85.5757
NCU05870	0.294913	0.469501	0.486598	1.57338
NCU05866	0.116771	0.186298	144.733	190.303
NCU05861	6.26087	6.86603	12.7884	18.724
NCU05860	5.27191	2.23706	15.4039	12.9507
NCU05859	0.364047	1.0796	44.7345	35.1255
NCU05854	7.8581	6.31829	10.8289	10.0728
NCU05851	0.154406	0.122848	4.33326	4.31698
NCU05849	2.09511	1.09804	3.69621	4.49311
NCU05844	53.0955	76.4758	66.9827	82.3721
NCU05843	1.76165	3.01998	63.3138	58.8998
NCU05842	3.08119	18.9263	80.7708	89.487
NCU05841	5.87566	27.0021	46.3288	46.2172
NCU05837	11.4404	12.9169	24.5348	29.9709
NCU05835	2.93808	3.30105	8.56148	13.2162
NCU05831	15.4724	11.8695	23.4348	22.9012
NCU05829	3.75072	9.24247	34.437	36.0579
NCU05827	0.35039	0.412535	4.10872	9.9267
NCU05826	0.987481	10.6342	16.2073	21.741
NCU05824	0.0	0.0	0.480574	0.0
NCU17278	8.61272	4.95287	47.8327	60.4273
NCU05816	568.848	1045.96	410.298	412.673
NCU05812	2.08949	0.829163	273.766	391.159
NCU05810	402.16	869.462	145.834	175.521
NCU05808	22.1124	20.701	6.06155	7.62772
NCU05798	0.900979	2.13401	11.2943	13.045
NCU05796	38.3222	53.6483	67.7093	86.2668
NCU05794	0.595387	0.0	9.59586	3.24606
NCU17274	3.39942	2.66322	2.69466	7.01715
NCU05789	224.451	159.584	34.6701	32.6861
NCU05787	0.0	0.0	0.0	0.0
NCU05785	123.89	88.0195	179.38	266.831
NCU05784	251.699	156.716	338.254	397.534
NCU05781	23.3187	21.4048	25.4252	39.8163
NCU05780	13.0852	60.8297	196.311	260.116
NCU05778	319.522	257.68	172.172	169.03
NCU05776	37.4045	42.4411	31.3467	33.2617
NCU05774	0.04076	0.0	1.27158	1.89695
NCU10416	38.2745	13.5304	43.6305	54.0368
NCU05771	73.2878	28.4759	12.5948	13.7294
NCU05770	148.492	162.888	263.569	273.555
NCU17268	0.899545	0.6091	35.0615	29.7311
NCU17267	0.759646	0.7003	67.9024	70.8784
NCU05763	1.65576	2.88236	400.979	316.939
NCU05761	0.255539	0.908502	77.309	74.5481
NCU05760	0.0	0.0	0.416509	0.0
NCU05759	0.335577	0.0	78.9786	108.808
NCU05757	6.06173	15.2411	6.38185	6.17493
NCU05755	0.348199	1.23005	7.72733	2.51062
NCU08187	0.0	0.0	22.4442	28.1679
NCU08186	0.290153	0.224154	71.2354	110.238
NCU08185	7.64313	16.3114	28.7956	28.9241
NCU11383	0.0	0.098365	13.2581	16.0211
NCU11382	0.115693	0.0	2.59315	1.77348
NCU17263	0.0	0.0	0.0	0.0
NCU08179	0.183386	0.728055	1.21356	1.40105
NCU08176	0.217211	0.339008	6.59124	12.153
NCU08174	21.355	12.484	11.4695	12.0743
NCU10080	12.2813	7.3632	7.99093	9.15524
NCU08173	18.7167	41.7891	24.0278	16.3582
NCU08170	0.153767	0.122344	3.61707	5.00238
NCU08169	11.7546	16.1239	32.0346	43.6625
NCU17260	17.5576	16.6588	12.419	11.9078
NCU08168	93.8619	131.966	316.816	396.859
NCU08167	77.1817	132.294	43.1329	65.0122
NCU08165	6.9773	5.25677	18.9559	23.3365
NCU08164	31.7252	39.3203	6.56122	4.50968
NCU08161	29.391	28.7062	28.9089	32.547
NCU08159	109.693	80.1487	379.462	583.169
NCU08158	52.2407	38.3974	8.78373	11.2382
NCU08157	26.8358	25.82	9.52983	11.7007
NCU08156	5.5286	17.775	8.78595	17.2059
NCU08154	0.074022	0.883788	7.69482	6.69499
NCU08153	0.448423	0.102122	154.046	150.588
NCU08152	0.828232	0.8089	513.051	742.979
NCU08151	14.8734	13.0702	12.2094	16.909
NCU08150	28.1723	40.3834	128.691	156.387
NCU08147	4.80821	14.1544	28.9176	36.2289
NCU17258	65.6328	32.6628	12.8593	13.5666
NCU08140	0.0	0.0	0.0	0.0
NCU11381	10.3506	19.9322	8.43132	8.53381
NCU08138	31.4563	48.4345	12.4679	9.62955
NCU08136	10.0513	9.08356	5.35955	5.64429
NCU08135	8.03611	8.24231	6.47093	6.93689
NCU08132	44.1848	57.6567	29.4059	43.1893
NCU08126	12.2781	7.00528	22.898	27.9394
NCU08125	2.31392	4.18964	30.4261	37.2381
NCU08124	12.1762	18.4195	13.1211	15.1889
NCU02188	4.30094	0.627997	87.3358	63.0478
NCU02189	0.0	0.0	6.0321	5.38355
NCU02193	577.349	3092.76	365.987	272.146
NCU02195	0.0	0.0	4.50379	3.65188
NCU02196	0.147554	1.05707	14.486	13.0453
NCU02197	0.0	0.46378	13.6149	12.4532
NCU02198	2.43721	1.1257	195.047	242.563
NCU02199	0.140679	0.0	37.511	63.3265
NCU11253	10.8231	5.16216	88.7164	87.2524
NCU02201	14.5362	15.8056	43.9485	51.2496
NCU02202	49.3428	66.3191	39.574	47.0883
NCU02204	45.4993	34.0612	32.7	43.7979
NCU02205	0.0	0.0	0.0	1.19161
NCU02206	7.73003	9.89675	1415.91	1847.68
NCU02207	157.063	202.796	47.8727	52.4235
NCU02209	102.847	195.428	73.5779	78.4872
NCU02214	14.415	12.9289	4.97477	5.61998
NCU02215	0.129531	0.069031	10.567	14.7699
NCU02217	58.2019	94.9102	30.8643	32.418
NCU02221	22.8965	16.3568	13.1879	16.956
NCU02224	98.1648	107.607	42.2996	42.2873
NCU02227	64.9618	94.1159	19.9822	18.3235
NCU02229	74.3046	48.4008	20.1025	19.5058
NCU02231	24.3228	16.8839	8.24526	8.21186
NCU02234	20.7991	38.1868	16.3703	16.6266
NCU02235	9.30672	13.8637	20.2943	19.2862
NCU02237	9.28047	10.4134	5.97938	7.48163
NCU02240	2.98454	3.10256	6.20092	9.6148
NCU02241	16.4812	10.7116	9.60039	9.0411
NCU02243	16.6527	9.74603	8.65002	9.34434
NCU02244	186.604	90.041	78.1275	86.1725
NCU02247	7.14713	9.58562	10.4629	13.2553
NCU02251	0.500455	0.751746	5.29656	7.01301
NCU02252	76.5768	658.638	98.73	108.267
NCU02253	6.24947	9.82355	0.676821	2.07374
NCU17251	36.6498	31.5138	50.4804	59.0702
NCU02256	54.7143	25.4786	19.7454	23.6812
NCU02260	146.141	127.256	53.1735	65.0868
NCU02263	181.643	175.232	61.0998	73.2727
NCU02264	79.3186	118.157	35.7377	39.5108
NCU02265	505.762	272.475	108.966	146.038
NCU02268	62.949	49.3955	12.4205	12.0939
NCU02269	89.8003	97.9735	20.6216	16.3728
NCU02272	25.0766	18.7831	13.3434	17.173
NCU02274	944.977	369.917	74.8362	81.0327
NCU02275	0.0	0.229309	57.5563	88.0898
NCU02277	62.0933	72.2464	58.1771	79.1374
NCU10225	59.427	36.1031	16.3918	19.6017
NCU02283	45.9301	49.6633	35.3261	38.2426
NCU02284	22.1555	8.2901	5.62593	10.7128
NCU10776	41.2719	39.0816	25.0116	29.5693
NCU17250	0.0	0.0	34.4907	49.3322
NCU17249	0.456607	0.361424	11.0847	14.5791
NCU02291	46.2822	64.6745	10.1492	11.1668
NCU02293	44.9185	54.4978	10.7378	10.2819
NCU02296	24.5185	39.9966	7.0699	6.69794
NCU02300	0.0	0.0	38.7488	41.6932
NCU02305	45.0964	55.3243	18.0611	22.3082
NCU02306	0.0	0.0	3.86449	2.29753
NCU02308	0.410415	1.12283	0.517974	0.63681
NCU02309	0.0	0.0	0.0	0.0
NCU02311	0.0	0.0	1.50255	1.84746
NCU17247	0.0	0.0	1.26921	6.20818
NCU02314	0.0	0.0	0.486318	0.599387
NCU02315	19.844	11.8128	9.24691	12.2247
NCU02316	9.49305	13.4454	24.0879	23.7174
NCU02318	41.4732	44.9401	38.6953	46.0955
NCU02320	4.30495	3.13186	22.3568	30.8271
NCU02324	0.0	0.0	11.7827	16.0668
NCU02328	3.08474	13.836	28.7437	37.0665
NCU02334	4.824	4.26433	1.35508	1.39062
NCU02335	42.0387	84.8945	41.7784	56.2108
NCU02336	28.7675	21.2938	45.3762	56.5306
NCU02338	5.30795	5.33695	8.85534	24.8782
NCU02339	0.099206	0.0	28.8362	33.4836
NCU02225	12.3989	12.3559	6.49739	8.56394
NCU02342	45.8132	35.4048	18.5787	22.1072
NCU02344	3.67697	6.97028	2.38963	4.29565
NCU02349	12.7059	15.6425	7.94257	9.36595
NCU02351	58.1143	56.9128	57.3287	67.788
NCU02352	19.1135	16.8461	4.83218	4.80089
NCU02354	44.2637	33.4664	34.2519	40.7359
NCU02356	64.452	46.0779	31.833	39.3392
NCU02358	38.989	33.5735	45.1933	52.0244
NCU02360	62.7119	61.0739	81.7566	92.7083
NCU02362	45.6823	38.7064	24.5007	27.2985
NCU02364	135.578	99.6918	58.1863	62.0113
NCU02365	0.745936	0.0	5.46127	3.30011
NCU02367	95.2887	50.6192	21.0317	27.0121
NCU02371	33.1894	84.0871	21.0788	21.6849
NCU02373	237.242	336.403	78.1593	86.102
NCU02375	45.7661	41.622	22.0649	25.5733
NCU02377	0.0	0.0	0.0	0.0
NCU02379	67.2559	50.4224	44.6194	56.0426
NCU02381	110.64	65.7445	183.5	210.57
NCU02382	21.1711	22.6324	15.4988	20.9552
NCU05888	0.279379	1.0569	5.58602	6.45551
NCU10747	12.2542	14.7916	16.064	17.1893
NCU02383	0.601369	0.538417	6.63704	9.70331
NCU02387	35.0147	36.6906	17.282	22.2316
NCU02388	28.4571	17.3615	19.5075	22.4567
NCU02389	17.7471	15.6381	12.0692	13.6319
NCU02395	90.5088	98.4045	27.439	32.0429
NCU02396	77.8069	84.1542	14.7834	16.2883
NCU02398	20.1017	12.7239	12.1344	13.8275
NCU02399	59.2667	87.1234	35.3717	39.2228
NCU02402	30.5112	28.694	6.31633	7.5229
NCU02404	243.871	359.03	456.502	518.264
NCU02405	69.8246	109.169	43.7598	45.7756
NCU02407	194.413	364.751	86.2104	89.0335
NCU02409	18.7142	24.0462	90.3023	138.203
NCU02411	6.77286	10.0794	11.6479	16.5815
NCU17231	45.8092	31.0549	41.9811	31.1331
NCU02415	34.3181	24.2377	12.089	15.5514
NCU02418	82.5693	43.9961	30.6597	33.9272
NCU02419	90.8902	114.507	23.8433	24.2134
NCU02422	34.1531	36.0336	38.8089	47.0458
NCU02423	125.847	101.398	59.2304	62.6958
NCU02424	137.54	107.14	81.7292	80.4186
NCU02428	67.5608	54.7251	30.5449	33.912
NCU02429	40.5893	25.8981	9.25311	12.616
NCU02430	145.458	74.8159	11.1424	11.8326
NCU02432	110.329	71.5332	24.7002	34.0417
NCU02434	160.844	82.7015	15.8527	20.1571
NCU02435	1064.68	943.712	520.374	489.892
NCU02436	0.0	0.0	0.0	0.0
NCU02437	914.529	756.563	216.877	228.252
NCU11258	118.086	200.909	150.564	145.979
NCU02450	116.914	77.7857	25.0993	34.3918
NCU02455	205.473	261.728	71.4524	86.0935
NCU02456	13.5983	12.2356	4.73731	5.99814
NCU02458	102.271	89.6056	41.8314	54.6081
NCU02459	106.881	122.592	43.9269	48.2759
NCU02460	156.802	132.463	95.8888	111.915
NCU11006	0.0	0.0	0.245343	0.0
NCU17227	12.794	8.13792	10.7195	10.7527
NCU06020	47.0969	39.9518	27.2851	28.4457
NCU06021	66.2559	70.0371	20.0801	23.1566
NCU06022	0.0	0.339138	1.31488	2.64764
NCU06025	4.77077	3.50909	7.88875	6.74665
NCU06027	11.4902	10.0389	9.14662	15.5374
NCU06028	4.69162	3.72003	3.39048	4.70571
NCU06033	38.1445	31.9994	19.2776	26.139
NCU06034	31.0516	29.6658	115.345	119.873
NCU06035	883.837	1397.43	328.081	328.518
NCU17225	1.40148	0.773747	31.8782	53.5989
NCU17224	3.12015	6.58565	4.10993	2.81959
NCU06038	76.5427	88.5846	26.5797	27.6413
NCU06040	0.0	0.385182	1.80006	2.29917
NCU06042	37.8668	134.042	32.6168	34.8091
NCU06045	8.57086	3.49616	79.1698	122.035
NCU06047	593.553	1245.41	170.097	202.758
NCU06048	765.596	944.706	296.258	262.152
NCU06049	10.0309	10.4573	3.73407	5.58783
NCU06052	54.2936	68.9899	31.9816	35.3395
NCU06056	39.7283	36.4728	91.0099	105.447
NCU06058	2.70361	2.08709	12.2859	14.3138
NCU06059	56.8122	46.3521	20.3284	25.5978
NCU06060	0.0	0.204891	1.61849	1.59361
NCU06062	1.3856	58.1608	13.5368	14.9165
NCU06063	0.577195	16.2541	4.18584	6.00835
NCU06065	2.8148	2.52281	12.5029	19.1717
NCU06066	92.5315	119.107	34.5045	37.0998
NCU06067	21.5789	23.5685	13.742	16.0565
NCU06068	11.8568	5.62536	7.84879	8.27904
NCU06073	13.847	22.7476	15.6022	20.2433
NCU06074	0.550612	0.0	0.0	0.280445
NCU06075	145.39	594.251	350.759	351.907
NCU06076	147.546	311.434	178.735	203.265
NCU06078	1.13796	1.62406	0.542404	0.546756
NCU02254	4.03884	7.05814	295.705	322.429
NCU06081	12.98	27.7329	29.5309	20.3965
NCU06082	0.0	0.192422	66.4735	81.6706
NCU17216	4.18232	3.1257	24.1126	28.1397
NCU06084	37.1095	27.7997	15.8065	19.6224
NCU06086	150.365	185.969	63.5914	69.4124
NCU17215	0.792996	0.208709	41.2456	24.6367
NCU06090	130.232	60.4645	40.9228	49.625
NCU06091	43.4733	57.514	54.8473	63.77
NCU10715	90.0023	70.005	39.4658	49.0502
NCU06094	0.13654	0.215487	0.0	0.0
NCU06095	156.14	166.705	175.811	211.338
NCU06096	0.0	0.0	0.0	0.0
NCU06103	39.8857	41.0353	16.5148	19.2499
NCU06105	79.9887	91.5386	30.2245	33.4009
NCU06106	1.69112	2.24457	66.474	81.0932
NCU06107	79.4802	209.615	77.3093	67.3669
NCU06108	18.7278	39.8428	7.41144	7.8441
NCU06109	0.679434	0.378545	20.41	10.2059
NCU06110	16880.4	6271.67	652.863	546.082
NCU05862	0.0	0.0	0.500325	0.693307
NCU06112	7.09257	16.7565	6.1566	7.23454
NCU06113	161.43	125.526	251.68	279.794
NCU06114	1248.13	449.521	96.1366	105.24
NCU06116	79.5937	32.887	40.75	47.5855
NCU06117	24.0079	28.4048	106.93	120.991
NCU06121	0.250369	0.098938	2.60174	2.69001
NCU06123	38.1212	37.0802	46.3656	41.299
NCU06124	0.0	0.0	0.0	0.0
NCU06125	84.6793	102.378	53.5925	70.1811
NCU06127	0.255322	0.270553	128.495	162.674
NCU06128	17.7509	15.2879	327.744	472.453
NCU06129	0.794988	0.269708	8.85952	11.6029
NCU06135	76.0969	90.8013	83.964	93.2792
NCU06136	13.4203	9.38621	162.243	197.819
NCU06137	4.09024	80.3252	12.8239	16.1741
NCU06138	4.04763	2.07163	7.6104	8.64077
NCU06140	0.99354	2.27741	9.81896	10.3327
NCU06142	22.8666	26.6563	134.89	176.892
NCU06145	82.4892	74.4044	41.8105	41.1091
NCU06148	4.55209	2.28712	14.2146	13.2657
NCU17208	0.066971	0.159738	0.0	0.40769
NCU06150	45.783	50.3507	21.8681	24.3568
NCU06154	0.0	0.0	71.0634	100.547
NCU06155	1.38243	1.49798	13.4058	19.0624
NCU06156	1.21274	2.86494	6.70565	7.62789
NCU06157	0.1113	0.088134	74.355	92.0824
NCU06160	0.0	0.161561	13.9184	17.9668
NCU06161	0.0	0.0	0.545971	3.13192
NCU17203	0.0	0.0	50.6401	66.3922
NCU17202	0.0	0.0	7.10346	8.72552
NCU06163	0.415002	0.810727	4.89015	9.44721
NCU06165	0.0	0.073462	20.4389	24.4153
NCU06166	89.5332	54.6309	14.2592	17.566
NCU06169	0.0	0.0	23.5022	31.1881
NCU06170	80.9821	83.0911	34.0067	41.9617
NCU04529	2.4723	4.17085	6.85523	5.4993
NCU04532	4.64979	1.13237	11.2267	12.6505
NCU04533	25.2512	24.71	4786.15	4964.28
NCU04534	22.8366	24.3477	9.3706	10.7373
NCU04535	41.6181	36.6069	26.8003	34.0352
NCU04537	76.2817	5.55045	1.55334	2.15241
NCU04541	371.78	249.509	102.802	116.798
NCU04542	192.03	136.851	172.427	145.049
NCU04544	6.01928	3.81414	182.199	177.76
NCU04545	7.11817	6.19581	9.68423	9.86827
NCU04546	0.074617	0.534491	1.72386	1.66838
NCU04549	32.9547	36.3866	8.66685	11.1485
NCU04550	29.0757	29.9686	28.4511	35.8126
NCU06037	4.54951	4.27606	2.9819	3.13144
NCU04551	0.0	0.0	0.0	0.0
NCU02248	23.5565	16.9399	8.26533	9.07295
NCU04552	777.821	1476.88	231.237	226.291
NCU04553	639.104	1531.2	319.453	389.956
NCU05749	1.76871	4.12046	1.92727	1.31539
NCU04555	10.0929	3.03808	70.2061	92.5011
NCU04556	3.13085	1.72748	84.6848	118.766
NCU04557	0.542298	0.577855	68.9046	90.7661
NCU10865	7.66878	70.3029	5.38625	6.95769
NCU04558	96.3122	68.3044	40.3413	58.2623
NCU12023	124.615	141.603	29.0013	31.9564
NCU09700	89.4862	140.637	19.1328	22.6101
NCU09702	6.90098	12.4651	2.762	3.06899
NCU09703	11.8927	14.3117	4.12047	5.34159
NCU09704	0.0	0.0	27.4796	38.3391
NCU09705	53.7853	28.1193	49.8662	57.2437
NCU05783	31.9414	40.9678	27.2549	30.1683
NCU09707	146.712	211.241	97.8596	98.5557
NCU09709	94.1574	143.604	44.7607	47.6271
NCU09710	84.5446	99.0441	57.7117	67.7487
NCU09712	3.38649	1.48491	75.8115	87.6608
NCU09714	16.8308	46.4128	36.1677	35.7928
NCU09715	100.516	167.261	242.144	249.331
NCU09716	3.97324	5.87705	56.5287	64.6377
NCU09718	0.480207	1.14318	1.58992	2.74093
NCU09719	1.04024	0.907007	16.7239	16.7702
NCU09721	43.5215	47.132	28.8636	35.7847
NCU09722	14.2225	11.809	13.6174	16.8952
NCU09723	9.25795	15.8365	23.1794	24.4719
NCU09726	0.0	0.06329	45.1393	53.1694
NCU10055	13.8101	6.13138	402.365	411.953
NCU10057	0.0	0.0	0.0	0.0
NCU10021	293.279	20.0808	803.107	470.747
NCU10020	149.283	113.417	10.7057	13.9689
NCU10016	0.0	0.0	0.412262	0.710679
NCU10015	16.0681	13.4428	26.9783	22.5577
NCU09393	0.0	0.0	2.76777	7.32447
NCU09396	2.34426	0.0	2.23879	2.65321
NCU09401	19.7258	26.8078	7.15966	9.18852
NCU09403	11.141	22.1618	25.7283	31.2573
NCU12028	0.0	0.0	91.8292	158.959
NCU17188	0.0	0.284633	3.04286	2.61958
NCU11306	4.49369	11.2896	777.366	903.723
NCU09406	0.640213	0.657778	36.7062	40.1858
NCU09407	8.90555	4.99303	79.8201	92.9938
NCU09408	23.0999	14.7347	23.1144	27.8712
NCU09411	0.714718	0.993441	2.29013	3.82106
NCU17187	0.0	0.0	77.5578	84.6851
NCU09418	0.615522	0.325329	194.13	254.458
NCU17244	2.07938	10.0553	15.4306	15.8683
NCU09420	585.741	315.973	25.7934	21.7205
NCU09419	5.21036	5.13899	10.6077	11.5989
NCU09421	178.109	53.4964	24.5514	22.3635
NCU09423	0.684379	0.864026	510.981	660.437
NCU09425	25.0526	8.57507	21.5342	20.6874
NCU09400	13.6946	15.5932	9.36365	10.6295
NCU09426	0.0	0.0	0.085799	0.739481
NCU09427	4.97457	2.87283	23.8516	24.5622
NCU12033	0.1648	0.0	5.7176	7.04196
NCU12034	2.46491	3.21524	6.65782	9.58197
NCU08395	80.2283	61.8011	32.7949	45.1228
NCU10304	3.11199	1.26326	17.5253	29.2907
NCU08397	0.946185	32.1185	113.819	133.085
NCU08398	0.751485	1.11844	11.8925	11.8689
NCU09559	3.73176	6.32189	61.4302	60.0535
NCU09561	24.4255	17.6086	3.94252	6.31042
NCU09564	0.569866	2.06911	70.7383	92.9109
NCU09565	2.35114	9.51474	45.0018	31.2135
NCU09567	39.9431	34.3372	588.864	500.291
NCU09568	0.522071	0.08276	112.667	74.5425
NCU09569	1.12605	0.119489	4.33607	3.6624
NCU09570	1.65859	1.26605	26.2082	32.0743
NCU09574	0.668575	1.91153	796.931	1006.51
NCU09575	1.4638	1.52261	262.9	335.981
NCU09577	0.0	0.0	1.39022	1.1398
NCU09578	0.0	0.0	1.56046	2.55395
NCU09579	18.2322	29.2621	20.365	28.6757
NCU09580	32.1371	17.7858	6.32895	5.84916
NCU09581	12.9879	8.654	4.54592	5.18094
NCU12025	1.27656	2.57396	46.6378	72.213
NCU09582	0.2147	0.670409	0.904519	0.0
NCU17181	0.0	0.0	2.44401	5.783
NCU09587	0.0	0.0	0.0	0.30124
NCU09588	0.0	0.0	0.0	0.433931
NCU09589	0.0	0.0	1.48602	1.81981
NCU06955	0.0	0.0	7.3373	8.93946
NCU06953	0.0	0.653731	30.4636	30.3942
NCU06948	44.9283	68.824	98.6908	95.7144
NCU06945	86.2258	89.6175	141.518	146.087
NCU06943	195.708	103.404	43.5756	55.309
NCU06941	42.7643	80.2055	31.2375	33.5738
NCU06937	1.75361	0.092502	52.6111	81.6525
NCU06935	1.53807	2.08896	5.61655	10.3715
NCU06931	16.2031	9.5151	45.3018	50.1441
NCU06927	14.392	24.8239	15.5001	18.9677
NCU17177	54.2737	111.672	66.5831	77.157
NCU17176	23.0324	21.1709	7.42065	6.97933
NCU06924	54.8005	112.655	22.847	21.249
NCU06922	100.247	155.581	127.979	140.404
NCU06921	37.153	37.1964	17.2547	20.3632
NCU06920	1.5012	0.655371	8.79057	10.8134
NCU06919	13.1509	10.9861	9.3468	12.0182
NCU06918	5.10473	7.24156	13.1344	11.8849
NCU06914	46.2613	52.525	16.2351	15.7373
NCU06911	0.0	3.93126	0.648743	0.398859
NCU05846	2.72516	5.02819	22.0358	21.9758
NCU06910	908.94	713.398	519.521	602.282
NCU06907	29.2563	30.9061	26.4013	25.7892
NCU06905	2.57906	3.15775	1006.58	924.171
NCU09422	89.7847	156.207	103.429	117.71
NCU06903	0.0	0.0	0.109195	0.671964
NCU12044	0.0	0.0	0.0	0.0
NCU06902	0.0	0.0	11.2712	13.2567
NCU06898	0.0	0.0	0.0	0.0
NCU06894	26.1627	17.1444	20.7079	26.105
NCU06893	194.13	87.9907	35.6253	41.8918
NCU06892	775.19	1126.47	218.485	275.644
NCU06890	86.3051	98.1826	131.986	162.13
NCU17170	0.0	0.0	0.0	0.0
NCU06886	0.0	0.0	3.33411	6.50758
NCU06884	4.63113	4.34409	17.6202	30.4752
NCU06883	28.6381	16.7337	21.0867	27.3141
NCU06879	1.44696	14.7496	6.78642	6.33165
NCU06878	13.584	9.66809	14.6849	22.9766
NCU06877	65.5311	94.3032	46.4282	48.9661
NCU09573	126.691	67.6561	59.1984	57.4359
NCU06876	1643.28	1326.98	75.7112	84.7374
NCU06874	5.19358	5.85355	8.12487	12.4222
NCU10436	3.02542	2.47381	1.76583	3.17135
NCU06869	37.5425	30.389	15.3607	17.0412
NCU06863	125.83	193.589	338.242	317.762
NCU06862	44.6948	49.4139	10.4616	11.5885
NCU06859	40.5197	28.131	54.3538	49.2037
NCU11000	16.5464	18.604	33.2051	37.8225
NCU09063	14.1853	12.6573	7.09036	8.71801
NCU09061	1.86104	0.980714	0.928127	1.14242
NCU09060	0.0	0.0	0.0	0.0
NCU09058	71.8177	66.3234	11.7108	10.7488
NCU09057	144.646	121.689	286.436	328.408
NCU09053	1.67179	2.07795	24.5983	19.9016
NCU09052	0.672805	0.0	27.7813	16.8194
NCU11395	244.315	134.358	44.1947	50.2424
NCU09050	3.9366	3.84309	11.1723	14.9566
NCU09049	7.11396	8.69886	1324.02	1399.94
NCU09048	42.3537	49.6003	31.1129	38.6602
NCU09046	0.0	0.190918	249.525	91.2514
NCU09039	0.0	0.519677	4.78592	5.74793
NCU09038	3.16594	3.78423	8.47878	12.253
NCU02363	148.01	59.4744	9.32363	5.31732
NCU09036	3.84959	3.13714	4.32207	4.62679
NCU09035	12.8058	15.4739	11.2358	11.8729
NCU09034	3.78152	6.801	22.0313	24.9846
NCU09033	7.58233	10.5301	55.5813	80.1589
NCU09029	0.755428	2.21935	330.534	530.005
NCU09027	0.977951	1.29601	15.4141	17.3287
NCU08183	146.206	206.748	4.27035	4.46758
NCU09026	0.0	0.336686	32.6356	37.8626
NCU09025	15.8275	23.8935	6.30447	8.24926
NCU09024	9.08856	37.7514	2.42333	2.71392
NCU09023	2.63425	3.76994	199.215	174.595
NCU09022	3.46599	7.69423	19.5124	18.3881
NCU09988	0.0	0.0	0.355963	0.547821
NCU10539	0.095629	0.151779	1.1081	1.46197
NCU09990	0.442939	0.48604	2.77876	3.92887
NCU12050	0.4675	0.735845	22.9054	30.4224
NCU12051	0.137044	0.648802	11.0707	14.4669
NCU09458	8.00963	41.9106	92.2609	89.8355
NCU09456	3.95369	5.72352	3.4865	5.90389
NCU09455	0.0	0.0	12.5439	19.1448
NCU09452	0.0	0.0	2.50425	5.33709
NCU17161	0.0	0.0	9.57643	5.7493
NCU02273	742.063	598.614	604.368	759.32
NCU09450	82.8742	77.9587	55.4224	67.332
NCU09449	22.2092	17.7404	19.4678	20.4224
NCU09438	33.8332	33.6689	14.7134	22.1645
NCU09437	41.1674	15.9498	6.35393	7.99444
NCU09434	0.178632	0.343074	342.786	427.447
NCU09433	0.0	0.133279	14.6121	24.6632
NCU09432	70.0646	67.8151	44.6751	58.0187
NCU09430	8.89944	10.2936	1.6704	2.22194
NCU09270	41.9404	41.065	38.1647	45.5383
NCU09273	0.128862	0.821657	1.11471	1.30787
NCU09275	0.0	0.0	5.26982	8.42206
NCU02230	11.5319	10.9106	10.6164	13.4321
NCU09277	5.74684	4.72787	17.0285	14.2678
NCU09279	1.57106	0.454898	16.0264	18.2092
NCU09280	3.37187	1.39535	27.8877	13.0974
NCU09281	11.5983	11.6295	58.7043	67.1477
NCU09283	23.1626	40.5118	3.74347	3.87439
NCU12057	6.97985	5.94826	11.8047	25.6425
NCU12058	2.64569	3.46942	24.6119	35.7327
NCU11411	49.3537	65.1111	4.08072	3.60111
NCU09287	1.64917	0.297275	61.4764	46.2573
NCU09291	52.3265	47.7195	77.6361	78.6335
NCU17155	12.4626	8.56715	8.62762	11.7397
NCU17154	18.0136	11.7888	23.8733	25.8325
NCU09293	0.816319	2.55275	110.603	104.269
NCU09294	2.71204	3.26776	2.23601	0.918149
NCU09297	19.023	17.4186	7.28096	10.4291
NCU11410	16.3823	19.322	11.5097	16.258
NCU09299	141.501	177.239	97.1773	115.08
NCU09301	58.7219	49.7415	37.4723	52.213
NCU09305	15.7405	19.9772	5.7423	5.01699
NCU04991	0.462037	0.664555	7.66845	8.84144
NCU06030	46.9621	43.2662	24.0765	27.6963
NCU04992	0.0	0.17582	182.05	321.44
NCU12156	1.22181	0.0	1.65467	0.762399
NCU04994	3.68453	3.68125	1.66848	1.98185
NCU04996	80.2032	138.52	32.7639	40.949
NCU04997	1.77236	5.3665	42.1216	50.073
NCU04998	5.8443	8.77382	335.062	360.13
NCU05000	2.14435	47.0038	1.60779	2.804
NCU12150	49.9957	61.3228	17.5974	27.7881
NCU05006	43.7116	20.7553	93.0974	73.2756
NCU05007	38.4047	56.6005	44.633	57.0416
NCU05010	37.1633	43.5062	75.6148	75.1144
NCU05011	0.049179	0.039462	42.0137	51.9264
NCU02208	134.285	187.264	38.9502	37.8922
NCU06164	0.0	0.0	12.9145	12.2036
