Name	Hy2489_1_quant	Hy2489_2_quant	P6_1_quant	P6_2_quant
NCU02856	0.125044	0.0	17.6716	25.2061
NCU07359	17.433	20.1458	14.3533	17.4668
NCU08271	6.55574	4.12527	85.7425	118.38
NCU02238	0.104306	0.04183	42.1901	12.6327
NCU06330	5.67804	9.00537	15.8069	22.1665
NCU08097	4.72784	2.23109	72.9061	88.6733
NCU09155	7.09593	4.72556	12.6683	14.9662
NCU06318	52.5383	26.4405	14.1167	18.4723
NCU03445	78.1633	62.4031	11.5802	12.6822
NCU02943	53.5211	74.6583	24.8204	27.4826
NCU06506	20.9471	26.6843	175.745	194.121
NCU07467	31.7508	73.2936	130.214	147.87
NCU07165	41.5633	51.525	38.3172	41.8602
NCU01057	0.737316	14.3195	23.5511	26.3369
NCU08341	78.4203	42.7131	23.828	24.9481
NCU16391	7.30264	11.4484	38.6165	52.7239
NCU02194	26.9257	63.5849	18.4772	13.4746
NCU07489	61.7063	53.2656	85.3576	90.6569
NCU09899	74.2781	45.6907	26.7367	27.7887
NCU05038	1.26602	0.752486	10.0567	12.9204
NCU07037	26.2058	45.0661	11.2015	13.7539
NCU03494	1.35636	2.79791	1.40152	1.68283
NCU12154	0.0	0.0	0.180904	0.444754
NCU05281	13.9995	11.4945	52.7671	74.0575
NCU02796	33.0778	31.8472	74.1826	100.42
NCU03175	26.1079	22.8115	18.3567	19.1376
NCU04006	0.0	0.089903	1.03675	1.39235
NCU00918	120.241	133.475	97.4385	100.518
NCU03416	6.79938	3.44762	15.6451	20.3036
NCU03261	19.7657	20.5585	17.8503	22.4785
NCU01589	112.149	184.606	50.4446	57.1095
NCU07415	21.5738	32.9645	8.62603	10.236
NCU04950	122.923	88.5046	1827.8	2505.47
NCU09914	1359.13	1971.3	43.9386	47.8514
NCU08233	0.0	0.0	2.04273	3.62404
NCU05807	31.0203	79.5267	28.7874	27.7377
NCU01900	32.0865	8.99848	6.9322	9.67222
NCU09610	67.3959	89.7085	60.5851	61.9583
NCU09760	16.0142	11.5077	64.4557	84.0513
NCU06250	85.2682	36.8956	38.8679	49.4223
NCU16789	4.06214	1.0291	44.0315	51.9484
NCU02644	210.463	125.03	136.565	194.052
NCU02857	0.0	0.0	4.48454	4.69931
NCU00885	0.621886	0.493982	20.7149	30.8481
NCU00704	1.0917	0.556679	166.688	176.298
NCU02511	129.246	58.7182	21.2729	27.1078
NCU04423	14.0553	9.2472	15.2063	20.3868
NCU08069	5.5734	5.92308	206.519	293.765
NCU03171	27.3713	38.5453	61.911	65.7462
NCU03565	196.249	604.349	126.185	152.212
NCU08518	107.836	57.2034	37.5742	53.1042
NCU06122	20.7974	16.1948	31.6579	31.9695
NCU08480	25.8604	32.3055	35.0044	40.8855
NCU02146	1.35163	1.47281	3.69594	5.05863
NCU02622	0.0	0.0	0.342226	2.93571
NCU02731	122.814	61.6187	19.4074	27.7437
NCU11212	23.8388	34.0755	17.9	17.2853
NCU01689	52.258	99.713	128.006	141.472
NCU01821	114.544	154.617	41.7519	49.996
NCU11235	12.0233	13.9986	13.285	17.3537
NCU03231	16.2285	26.7803	10.5879	13.0393
NCU02164	305.041	420.127	234.51	263.17
NCU09534	228.735	399.811	226.807	210.717
NCU03307	52.9392	36.5608	29.2742	33.936
NCU03488	876.303	428.975	59.1971	56.1382
NCU16755	1.0532	1.31621	5.49861	3.70687
NCU00510	3.43856	8.05158	5.58625	8.62394
NCU16357	0.0	0.0	8.90944	9.75745
NCU09812	14.8755	21.1143	20.6424	33.6706
NCU06769	32.7316	15.2335	13.5577	15.8639
NCU05668	0.476102	0.226708	1.1821	1.16451
NCU07411	23.3121	14.3336	6.14046	9.16025
NCU09504	6.87988	7.11652	42.963	47.8115
NCU09065	10.7287	11.1434	7.01685	9.63272
NCU08597	17.4261	21.0611	34.7279	53.1909
NCU01625	21.7447	18.9835	5.91714	7.6608
NCU08939	67.361	60.7406	81.7988	101.802
NCU07660	29.8072	22.4774	8.05256	7.93723
NCU01597	5.64116	4.98883	3.28086	5.01661
NCU01873	4.77077	13.7752	34.0008	39.7418
NCU08873	306.018	244.253	218.061	226.811
NCU01489	263.224	440.528	192.983	243.122
NCU02875	5.61379	14.3266	50.907	54.0577
NCU00207	132.826	63.1735	38.7672	44.2365
NCU05910	0.0	0.0	0.669361	0.0
NCU02693	39.7074	61.024	30.0662	33.2633
NCU07477	2.0638	2.57482	21.0799	25.4032
NCU02413	15.0179	19.3031	14.8899	15.828
NCU02803	72.1181	42.3224	13.3722	19.2742
NCU00485	0.0	0.0	0.0	0.0
NCU03553	0.0	0.0	0.0	0.0
NCU03059	20.3614	17.7833	27.7712	38.848
NCU08386	5.47968	4.67422	8.63955	13.1311
NCU05648	2.30496	6.22292	18.1217	19.9271
NCU01800	54.4203	79.3094	19.5648	18.926
NCU07697	79.1336	164.938	99.818	104.368
NCU16877	0.0	0.276626	1.55882	1.14694
NCU02143	0.0	0.0	13.9587	0.0
NCU01872	0.0	0.0	0.338411	0.414747
NCU00643	31.5811	11.7642	15.6533	19.429
NCU00803	3.47555	8.04805	32.4909	43.3319
NCU07336	4.94386	4.20223	8.03916	11.1081
NCU02007	275.845	315.804	103.745	111.491
NCU07484	0.051321	0.164508	10.2577	14.8722
NCU02688	90.9728	44.2472	69.9716	87.9034
NCU05777	43.6095	41.718	35.1686	41.0992
NCU00312	2.05388	2.15068	29.5139	38.9466
NCU01987	0.0	0.0	0.096656	0.118985
NCU08842	4.00534	6.35423	50.6876	72.5419
NCU02147	143.625	64.6054	11.5175	13.7951
NCU04503	120.133	56.8639	59.1779	63.1386
NCU02743	56.4995	76.1545	28.0984	31.9351
NCU16688	7.77396	10.4479	10.2215	15.8641
NCU09453	0.0	0.0	0.0	0.792657
NCU07769	51.247	73.565	165.45	121.505
NCU08127	78.3147	45.9745	215.876	251.996
NCU02969	20.5606	49.63	20.1217	26.0071
NCU01456	118.952	77.1662	77.0986	83.2876
NCU01902	138.796	176.61	28.7056	39.3889
NCU11346	0.0	0.387337	49.1995	84.5722
NCU02109	205.401	322.42	85.6834	96.8103
NCU08865	0.0	0.0	0.572626	1.52735
NCU03078	261.447	121.16	7.38841	8.86721
NCU00534	0.837005	1.33066	31.8109	35.2606
NCU07508	0.242712	0.0	33.6084	46.0024
NCU16684	60.8069	23.4389	20.105	23.6917
NCU02757	163.705	148.25	16.9906	22.908
NCU07029	0.027855	0.245469	0.958651	1.54737
NCU09081	0.0	0.188776	1.64345	0.757251
NCU03289	25.8299	34.2176	19.2124	25.1967
NCU04936	10.5156	14.9379	23.9695	22.7888
NCU00878	1622.79	1284.53	263.17	289.82
NCU08387	9.54081	8.29653	12.6911	19.645
NCU06550	6625.63	4421.71	29.6752	30.7498
NCU10091	3.32268	1.9271	19.7473	24.758
NCU02073	3.50817	5.77981	10.395	12.1055
NCU07418	49.2181	49.2307	63.091	80.4995
NCU02326	3.35696	5.34105	14.7584	18.7337
NCU16724	0.0	0.107193	18.3524	28.7554
NCU00025	109.801	74.8746	85.957	87.2773
NCU00790	1.12777	3.20207	110.407	89.6723
NCU02532	29.4052	45.859	58.6124	86.4646
NCU07439	827.417	913.684	1813.75	2100.01
NCU07257	1165.94	2192.44	1495.56	1906.11
NCU08145	5.7528	5.08676	5.94926	7.96484
NCU07582	0.209944	0.67143	23.445	23.4538
NCU06793	0.0	0.040954	5.10281	8.05433
NCU01808	1029.79	1563.68	414.575	422.053
NCU02476	34.6255	11.6907	7.56424	8.34812
NCU09329	80.1169	24.5977	23.6576	27.6241
NCU09094	46.5136	25.2476	40.0377	48.9149
NCU05218	43.4407	25.127	19.6288	22.7395
NCU00743	69.2539	85.6941	84.7405	115.056
NCU05992	7.37993	7.06159	9.2261	12.2915
NCU02926	0.638036	0.813727	7.88397	8.6767
NCU00264	45.9977	48.5763	16.4633	17.4483
NCU04267	0.354334	0.338595	9.9347	10.8701
NCU09883	2.11779	2.98772	4.8982	6.54285
NCU04507	93.6427	113.72	86.7085	99.6858
NCU03558	388.388	755.37	374.711	344.626
NCU09066	0.632177	1.86515	2.37663	1.13707
NCU02936	206.586	91.5169	39.6061	34.1282
NCU02956	254.035	152.768	353.27	407.314
NCU05001	57.1541	135.782	3.17141	3.98594
NCU10360	119.329	120.185	68.0461	76.9747
NCU09095	53.0155	44.0758	17.2865	21.4543
NCU02805	11.5737	11.4823	7.80665	8.83421
NCU16419	13.0187	19.0128	47.8307	37.4741
NCU02091	5.14445	5.12051	2.16924	3.18442
NCU17284	11.0752	9.49289	1.82513	0.690797
NCU06901	0.0	0.0	3.33207	3.58221
NCU09096	2.15948	4.04515	5.45971	8.72462
NCU12091	18.7593	7.60524	36.1719	53.6275
NCU07184	0.0	0.293893	0.824066	1.39471
NCU03275	1.69397	3.3918	14.4055	13.9857
NCU08323	115.898	71.6477	25.6644	36.1806
NCU04218	54.2655	99.9613	5.77063	4.71384
NCU10658	73.8577	74.4459	100.971	122.905
NCU06403	91.5181	58.0543	13.7849	18.6639
NCU04460	21.7297	26.4909	18.9151	23.0574
NCU02030	0.52267	1.36683	122.908	138.949
NCU06126	0.0	0.0	0.179564	0.221073
NCU09097	76.8191	93.6621	62.4115	65.5156
NCU09099	4.42271	1.25181	1498.36	959.147
NCU03570	1.49342	0.868631	47.4101	50.5597
NCU09976	1.18539	0.309187	2.15846	2.24566
NCU01882	262.441	104.122	49.5001	61.6119
NCU03802	20.828	42.9527	5.24688	6.01147
NCU01949	799.605	1691.58	357.325	436.868
NCU02159	56.982	33.5846	15.0125	19.2668
NCU06965	0.120839	0.764486	5.92311	6.42598
NCU05360	21.5251	35.3301	53.8738	71.7803
NCU08688	25.035	8.28159	4.39124	4.63433
NCU08059	0.0	0.0	0.0	0.0
NCU05592	58.8219	61.0702	63.1994	74.7232
NCU00606	1.0446	0.820036	6.70674	7.89053
NCU00837	15.5506	18.5795	9.78694	12.1376
NCU06481	33.6997	23.0903	8.8605	11.0128
NCU09126	1.34081	2.1399	15.3533	20.8425
NCU07535	27.5485	23.2152	13.1891	14.9832
NCU11245	15.5468	15.3075	37.7133	56.6181
NCU09362	13.955	12.1785	13.0865	18.9645
NCU11040	130.248	105.951	34.2876	35.1563
NCU06441	45.0376	65.3435	11.5042	13.7648
NCU08351	260.271	149.971	1090.55	1224.3
NCU16500	1.89587	3.6778	2.18904	2.24466
NCU01049	12.8448	15.415	3.05207	4.86953
NCU07609	0.0	0.059944	1.49174	2.1437
NCU02184	0.148595	2.5061	4.72065	6.28874
NCU01945	31.7632	44.5442	160.913	173.968
NCU07387	69.5348	67.0336	26.7836	30.9028
NCU02666	79.4242	40.9201	31.6296	40.9771
NCU10601	0.0	0.686376	0.0	0.0
NCU00346	36.9664	42.6636	28.2438	25.423
NCU02081	0.0	0.0	0.0	0.0
NCU01111	2.26784	2.09999	4.92638	7.22193
NCU03161	0.0	0.132574	78.9503	98.1694
NCU04338	33.1594	36.6613	30.5492	31.6383
NCU08709	85.343	45.1706	53.4415	73.1528
NCU05830	1.6421	3.81864	13.6642	18.3174
NCU03579	53.8107	57.6576	17.9441	21.1112
NCU02386	38.3737	17.2988	10.7523	12.5215
NCU08035	87.5561	133.543	192.834	178.337
NCU07367	180.824	165.552	74.5445	89.2768
NCU02510	55.0492	69.4827	51.5012	57.2903
NCU09727	46.8608	28.6144	8.05833	6.97125
NCU09444	14.0007	22.001	15.5698	14.7863
NCU04455	59.4484	16.1256	17.8046	24.7863
NCU02632	25.0166	25.6579	29.6141	40.4616
NCU03805	1.98459	3.06916	7.48449	6.81863
NCU02023	0.114139	0.0	67.3562	88.7653
NCU03498	23.5696	60.8801	64.2908	76.4675
NCU09087	21.1423	7.47333	2.63561	2.83804
NCU02725	15.4748	8.21973	5.466	7.77109
NCU08664	20.1452	28.9617	3.54007	5.39665
NCU09136	171.367	129.06	73.9903	85.2364
NCU05833	3.51563	5.59725	16.1312	17.8909
NCU01788	23.0446	24.8878	59.1646	86.7433
NCU09323	0.0	0.0	0.779443	0.936897
NCU07853	326.631	589.381	1527.19	1386.99
NCU16409	0.0	0.0	0.307551	1.13156
NCU03135	62.1143	128.553	19.4496	20.6575
NCU05151	5.06711	10.2273	41.6293	53.3794
NCU16489	2.62849	2.41666	2.67917	4.64517
NCU01979	7.11176	3.18978	9.75855	9.14968
NCU02183	0.0	0.0	0.0	0.0
NCU01910	6.59271	7.45066	16.2191	20.4395
NCU02048	12.2312	15.2851	10.5958	11.278
NCU01849	1.09948	0.869319	1.31967	1.3745
NCU05680	75.7411	77.9589	79.7617	90.4491
NCU01534	72.3736	62.3068	52.7711	63.3021
NCU03166	365.038	523.611	51.8376	57.4144
NCU08003	32.5691	29.555	25.9178	35.9215
NCU01913	66.3289	47.4397	16.5774	18.976
NCU00914	31.654	33.0952	14.3039	17.5227
NCU07290	47.0175	26.9629	28.2202	36.11
NCU02521	24.47	15.8379	6.43192	8.06836
NCU01324	43.8396	37.8689	16.8921	18.8999
NCU05421	78.2327	45.1917	5.83321	4.95982
NCU05973	0.598541	1.13137	6.35856	8.1364
NCU03109	4.08746	1.57091	7.56326	5.72953
NCU17054	0.0	0.0	0.0	0.308702
NCU02939	3.58936	1.41363	406.001	724.919
NCU03322	0.442987	0.175404	1.1943	2.03584
NCU02171	0.0	0.592528	0.86266	0.794828
NCU10012	41.0498	27.7614	41.2567	50.7567
NCU02004	109.135	95.3242	51.3893	55.9803
NCU00334	125.705	87.6169	11.987	15.985
NCU02923	0.129704	0.102445	65.279	106.24
NCU06606	192.727	352.494	149.813	144.267
NCU02165	7.97343	8.25215	44.8964	61.6192
NCU07878	43.7408	41.4994	45.151	52.6098
NCU10161	0.0	0.0	0.0	0.0
NCU06790	82.2508	99.2631	72.7311	72.3243
NCU07374	9.31518	4.26941	11.2615	11.2594
NCU10002	12.0173	10.9281	4.88577	7.4301
NCU02556	41.1734	37.1323	18.8842	24.0878
NCU16441	4.08739	2.09079	0.292712	0.718168
NCU10232	34.2858	46.4137	46.0585	54.9258
NCU05918	0.064245	0.0	6.29832	7.17239
NCU03397	142.73	103.56	32.8772	38.8081
NCU02142	630.148	371.962	17.0735	26.6133
NCU00242	90.3816	105.581	43.7894	49.2999
NCU02136	509.515	819.08	190.798	188.775
NCU03149	39.3737	24.6749	8.18431	9.21926
NCU08951	317.707	178.807	94.0287	118.413
NCU02162	27.0536	25.0301	11.9793	16.802
NCU09977	0.162897	0.384229	2.04283	2.17798
NCU04921	106.416	161.425	100.952	104.334
NCU01605	57.8913	48.9779	151.365	163.899
NCU03978	0.958589	1.57133	28.7036	47.0727
NCU09167	0.0	0.0	0.291902	0.0
NCU01942	0.731096	1.38272	1.09746	1.95058
NCU02304	90.8006	51.1141	17.8869	23.0249
NCU07672	161.516	120.948	54.9184	66.5885
NCU09366	200.202	185.082	113.193	127.527
NCU00175	68.2783	41.161	547.729	496.446
NCU03404	16.8701	21.9536	13.7969	16.608
NCU03798	74.5205	50.4807	35.7885	44.2359
NCU02038	26.1264	15.5949	12.2052	15.5868
NCU10008	69.1367	256.554	124.517	126.981
NCU09886	101.644	99.7905	13.2339	16.5599
NCU08822	0.0	0.0	0.205431	0.0
NCU01782	55.099	50.8194	33.7002	42.5193
NCU11210	0.0	0.0	0.0	2.67174
NCU07404	14.0047	13.3059	19.2107	24.3889
NCU05944	31.7642	16.0466	6.3197	9.30082
NCU02157	56.8791	117.449	25.4797	30.4991
NCU07430	118.988	67.0878	49.1456	51.8026
NCU01092	1.27521	1.88081	22.6433	18.0249
NCU01973	6.67187	8.47134	16.467	24.3273
NCU04940	2.9144	6.03238	6.9717	9.03192
NCU04140	188.152	646.471	374.941	424.954
NCU01963	16.1573	20.1748	11.6601	16.8502
NCU02168	15.0504	19.7604	15.9779	16.7641
NCU02408	41.8114	86.0623	30.0941	42.5331
NCU16901	44.1899	35.1782	118.374	132.968
NCU02669	54.7787	64.33	24.2378	24.1096
NCU02178	0.476953	0.363195	16.9712	21.3531
NCU11321	141.407	51.2646	33.5712	42.7945
NCU06194	60.9848	50.3319	49.952	70.0532
NCU01642	14.8716	23.4684	17.7531	19.4165
NCU09819	85.3826	58.4719	18.6691	21.5381
NCU03102	833.564	1393.1	286.607	333.603
NCU03156	120.962	164.871	62.6471	67.3665
NCU02145	0.0	0.0	0.0	0.0
NCU02572	34.835	31.9291	12.8892	15.2977
NCU02568	13.5396	5.83181	118.963	105.972
NCU01943	2.54292	0.890934	41.5482	117.106
NCU03207	95.9775	90.955	46.0105	53.8718
NCU01804	57.7826	51.9137	29.2163	35.6005
NCU03415	66.2603	5.14347	141.917	146.166
NCU06742	133.421	100.214	49.0924	61.137
NCU09142	38.7746	32.7447	18.5427	19.9022
NCU03283	229.731	258.154	31.0581	32.2597
NCU00789	77.178	75.353	103.439	117.378
NCU08103	0.0	0.0	1.16704	2.36075
NCU02553	53.9382	36.0467	30.7432	37.9461
NCU09092	7.30297	7.06884	5.91393	6.73967
NCU05710	0.199479	0.474636	457.439	723.602
NCU03550	89.3923	27.2588	18.8433	24.4107
NCU04295	28.6153	15.8873	15.6318	16.8663
NCU02042	20.2605	18.378	17.0033	26.7483
NCU08792	29.5498	28.5061	29.9268	29.3369
NCU09256	19.2647	7.92023	136.281	174.885
NCU05790	2.36136	1.67091	18.2728	20.7565
NCU09042	2.15974	2.96127	2.67201	2.68754
NCU09211	0.481781	0.137718	11.7701	16.5936
NCU02134	73.4221	88.442	149.417	193.396
NCU03473	0.103444	0.082002	12.6863	16.1477
NCU09965	0.0	0.0	0.0	0.20472
NCU09115	54.9878	151.572	127.732	167.783
NCU03427	0.0	0.164759	0.344496	0.531158
NCU02075	643.86	703.601	329.156	397.848
NCU04453	5.23852	5.27589	4.21312	5.12429
NCU01870	13.6198	20.6215	15.4929	21.8196
NCU08001	27.4487	33.6997	36.1133	48.1761
NCU01918	87.0968	112.166	39.9172	41.306
NCU02651	33.6096	49.9461	8.70527	7.81123
NCU09885	10.3115	11.0257	3.00108	5.40719
NCU09808	59.2749	69.0429	31.4052	33.1406
NCU09324	117.398	80.457	87.4286	96.3486
NCU01845	300.698	115.623	52.2569	58.3815
NCU06904	0.0	0.0	0.692252	1.69651
NCU07309	8.54809	8.04677	14.5154	15.9407
NCU05234	73.3637	111.152	43.3206	54.6215
NCU02122	106.72	51.4606	29.4634	32.6399
NCU05814	105.575	37.7943	67.4554	70.9502
NCU16371	5.31715	2.88092	2.53866	1.67993
NCU10770	0.0	0.0	0.0	0.0
NCU00958	63.4309	73.0741	44.9594	57.3566
NCU16600	0.0	0.0	151.822	196.384
NCU03163	2.83018	1.29074	678.657	685.901
NCU02991	4.30248	5.84403	3.58921	3.04574
NCU00608	44.0735	17.3186	18.475	18.4482
NCU04482	10.9739	6.88922	7.57009	6.88714
NCU02979	78.0011	58.6871	32.0918	37.9336
NCU05317	10.0475	5.79802	4.62836	4.15816
NCU03444	33.3489	18.7095	9.95946	13.9794
NCU02818	0.624831	0.325469	26.6489	43.9692
NCU03673	11.8106	9.78765	35.0186	38.5264
NCU07571	41.7774	26.0474	18.29	21.8067
NCU02121	20.4706	15.1184	33.8445	47.4986
NCU00619	110.486	66.3016	86.5875	112.425
NCU02120	18.9539	20.7398	48.0702	76.7715
NCU03518	0.851075	1.7586	19.5521	12.2998
NCU08499	43.152	52.6422	65.9113	77.9215
NCU02634	185.647	204.624	95.6189	106.792
NCU03183	7.72252	5.18934	5.70567	6.06865
NCU16463	10.5663	6.01764	4.67835	4.76089
NCU00311	52.6352	74.8514	60.3038	62.776
NCU02530	79.5924	91.9406	30.8372	37.6689
NCU09913	12535.6	3136.69	640.045	546.144
NCU09619	6.05918	5.4924	36.0211	46.1638
NCU00713	28.6275	53.699	25.0829	23.4846
NCU02522	42.4284	23.4854	17.3407	17.0178
NCU02421	50.2747	75.4962	12.6483	14.4559
NCU02732	35.1248	39.126	49.823	59.295
NCU02752	15.5911	15.2035	3.27125	3.24885
NCU05907	0.209058	0.65331	0.0	0.432734
NCU02505	193.989	206.449	51.0906	51.7548
NCU08636	5.64474	5.19815	8.09305	6.88474
NCU00527	92.2577	107.427	31.027	32.6019
NCU07263	33.528	31.2094	61.4138	61.0565
NCU02897	4.08878	2.50141	2.9169	3.46067
NCU17050	3.17608	1.43631	4.49453	11.5932
NCU06358	8.41232	4.28199	54.6243	34.2395
NCU08221	0.0	0.0	83.3151	92.9545
NCU02539	18.7744	12.7805	10.987	13.1986
NCU03139	231.844	230.391	22.2489	25.171
NCU17043	8.22604	2.05107	19.6354	25.0782
NCU09260	3.04453	3.14145	17.6842	20.379
NCU00640	1.61506	5.58961	3.1439	3.71638
NCU01697	13.3495	6.64785	34.9857	46.014
NCU06457	276.436	286.734	49.59	64.154
NCU10651	7.31238	2.6436	17.8434	21.3164
NCU09230	88.5201	46.4791	674.991	896.163
NCU08227	42.5157	21.3013	21.0067	25.2558
NCU02056	43.1089	12.6687	6.8316	8.97905
NCU03015	7.75332	8.74081	8.34868	7.27445
NCU16803	5.32013	3.39003	0.519946	1.59664
NCU01868	20.4725	12.2416	23.8672	29.633
NCU02104	23.6265	13.1017	8.87002	8.77055
NCU03138	46.324	36.4621	34.0613	36.9787
NCU03030	19.8533	19.6366	10.142	10.6874
NCU07360	82.8127	69.463	44.5524	50.1795
NCU07627	0.0	0.0	3.53244	4.34749
NCU00802	40.7756	20.5873	13.5636	14.8952
NCU16321	0.408093	0.323567	0.33809	0.520354
NCU16446	17.0726	11.7919	5.46797	6.85963
NCU00115	334.01	71.0641	29.9533	34.0577
NCU06881	35.032	50.9463	29.1991	34.9135
NCU09140	8.80357	9.75808	2.45461	1.74713
NCU10497	63.8907	80.8086	40.9248	41.9126
NCU03949	31.8512	104.233	24.2283	32.6895
NCU02679	3.6831	6.64605	9.23261	11.0879
NCU04154	47.4996	36.6427	21.4293	20.963
NCU03393	219.336	528.634	157.009	183.15
NCU05213	25.1883	23.1587	17.3735	18.8422
NCU11211	0.148164	0.116728	0.741585	1.06456
NCU08711	0.0	0.0	0.0	0.0
NCU02587	25.1375	26.5419	38.2277	51.2268
NCU07957	36.7996	15.3863	13.9676	16.9321
NCU03223	164.629	78.0476	41.6037	53.6389
NCU07267	130.236	553.082	400.592	475.203
NCU16394	6.96218	4.75149	1.44955	1.46493
NCU01637	40.2244	24.3414	20.5018	25.2035
NCU00602	17.1481	12.1995	10.2302	10.92
NCU11251	146.562	79.1674	14.0608	19.3671
NCU03133	80.3602	44.1666	18.1606	22.6965
NCU11041	56.7332	29.0722	36.4264	38.2605
NCU05049	3.68282	5.25612	84.9904	156.969
NCU00017	3.448	4.59323	3.23156	3.98227
NCU06857	2.11459	2.50211	3.26446	4.66487
NCU02513	56.9098	145.804	49.9032	55.2556
NCU06737	119.178	107.318	91.2174	119.416
NCU01502	47.5623	19.6609	23.1624	29.4994
NCU03246	13.3332	15.0774	32.1931	45.8826
NCU03063	17.1717	11.6988	6.69747	7.83258
NCU01994	81.3584	60.1738	62.0486	68.9204
NCU07748	0.34744	0.09165	17.306	20.9492
NCU04676	26.1596	25.4557	64.4876	70.5251
NCU17261	1.05756	1.30319	11.1116	14.0497
NCU02095	25.1273	27.7436	6.72295	7.33593
NCU05945	36.3692	31.9319	9.96282	12.6623
NCU09075	129.16	46.5943	1.39319	1.37103
NCU05338	580.605	381.648	42.7961	25.8461
NCU04903	3.87385	3.37161	7.02226	8.90443
NCU05009	269.237	256.3	69.884	76.4524
NCU04700	0.0	0.0	0.0	0.0
NCU04151	30.8727	28.9898	19.806	26.4943
NCU07468	12.5965	21.393	53.7737	59.4022
NCU05228	52.9323	54.5842	92.7659	116.46
NCU07744	0.0	0.0	0.0	0.0
NCU00549	54.128	68.0642	24.6141	23.7955
NCU02560	49.1469	67.5276	41.2793	44.2969
NCU16334	1.05731	1.97797	10.7719	5.14691
NCU01826	48.3082	53.6546	208.688	227.594
NCU03126	182.241	157.586	126.071	137.368
NCU01000	0.261622	0.0	20.3826	23.1981
NCU00746	0.134075	0.105834	11.8305	23.2134
NCU02596	130.215	104.511	187.43	208.215
NCU06596	14.0358	16.4396	6.66354	7.05487
NCU08155	249.225	359.572	49.9122	47.0774
NCU01975	115.025	116.922	40.3711	42.7746
NCU07181	5.96133	8.6835	16.9913	19.4279
NCU01360	172.587	268.102	101.876	99.6303
NCU16390	0.0	0.805338	0.0	0.0
NCU00892	20.771	34.075	14.6406	15.9008
NCU01060	253.67	253.882	23.4797	28.0209
NCU02114	105.459	132.486	164.259	191.265
NCU08717	0.0	0.0	17.2408	28.3405
NCU04368	71.0891	99.6255	28.1784	28.6387
NCU04911	0.264103	0.253066	1.43358	1.71286
NCU01205	11.4781	13.5205	21.2219	26.7269
NCU02085	8.00374	2.34666	88.9535	98.0675
NCU03861	5.0695	2.04364	122.209	182.379
NCU08303	28.5522	31.6553	55.1922	75.0982
NCU07505	34.801	24.0781	13.8133	18.7294
NCU02082	17.697	15.1912	12.512	14.4186
NCU00919	40.4922	24.2446	9.19803	9.41673
NCU02080	29.4422	42.3201	258.846	193.37
NCU16405	160.083	134.009	66.4364	81.8442
NCU00867	122.345	265.998	75.1293	80.3435
NCU00857	0.328288	0.436685	72.5594	107.325
NCU08243	0.0	0.061298	0.0	0.0
NCU05176	0.2515	1.09315	0.522742	2.31631
NCU11264	12.2966	10.7015	49.3498	58.8548
NCU05378	0.109108	0.0	7.67426	5.03194
NCU06748	30.628	57.2099	17.2438	18.6542
NCU03566	34.7046	64.13	2.816	4.97967
NCU09313	59.0471	53.9826	20.9044	27.5771
NCU03390	0.179427	0.0	10.9778	9.43255
NCU10498	763.961	1218.33	284.516	318.905
NCU08614	0.0	0.0	0.0	0.0
NCU05667	4004.14	3153.85	230.593	273.618
NCU02598	96.2164	94.0942	14.3562	21.3618
NCU08319	135.762	75.9649	77.8389	101.584
NCU06276	16.1925	21.4129	36.7832	50.7492
NCU06179	41.6286	46.2739	148.887	182.985
NCU05316	0.999615	1.28937	13.3073	21.2285
NCU01429	456.644	251.073	29.7915	36.3498
NCU06836	54.1519	119.863	35.6777	36.352
NCU06363	12.4243	13.6839	12.4274	15.1371
NCU09375	91.8633	111.254	29.7922	31.1855
NCU16596	5.50421	5.73813	65.9507	77.0449
NCU00819	0.0	0.0	3.91869	7.39467
NCU02529	6.15314	11.4126	16.4426	22.0517
NCU02391	106.236	106.17	52.4758	59.8549
NCU02602	758.185	722.903	364.782	404.241
NCU04376	12.1963	23.1546	8.23324	9.69658
NCU00732	30.9173	139.854	3.71179	3.69219
NCU02603	10.8931	39.8013	8.43468	9.42766
NCU06847	84.0528	96.1302	41.6963	53.476
NCU03604	98.1702	18.5638	1006.19	1160.54
NCU08780	2.11842	0.165437	141.486	163.84
NCU03517	85.3184	112.455	69.0728	81.6536
NCU01880	0.279217	0.0	0.154008	0.094826
NCU02718	290.961	228.611	190.84	249.36
NCU04088	11.8928	12.0153	39.7737	31.7702
NCU09117	29.2647	42.6884	52.0515	61.227
NCU08746	3.49626	2.32499	110.961	83.5419
NCU02604	66.5831	21.9752	7.5673	9.85222
NCU03013	20.5225	29.5318	264.147	364.047
NCU08651	20.32	17.6446	11.915	10.5723
NCU03361	20.3358	12.1085	10.6114	10.0821
NCU07475	0.0	0.0	528.092	493.642
NCU06983	135.662	64.8394	8.93588	8.13949
NCU00838	57.4937	69.934	17.197	25.717
NCU03835	0.0	0.0	0.346126	2.12064
NCU07329	24.2292	14.8375	4.10548	5.58536
NCU02610	124.238	116.543	123.78	174.12
NCU00117	50.6127	35.8345	27.742	34.6754
NCU09267	4.69931	7.57823	6.71718	10.2223
NCU02593	0.472791	0.0	6.58262	7.2886
NCU00418	541.365	684.583	183.685	202.872
NCU01524	156.338	72.2057	33.3837	41.992
NCU02611	127.197	48.1965	21.799	34.7927
NCU09254	24.2303	16.4825	5.30517	6.40229
