Name	P6_1_quant
NEUTE1DRAFT_116521	4742.74
NEUTE1DRAFT_121482	226.143
NEUTE1DRAFT_71418	38.2637
NEUTE1DRAFT_97834	49.3448
NEUTE1DRAFT_140072	0.717923
NEUTE1DRAFT_80252	105.112
NEUTE1DRAFT_88536	8.80803
NEUTE1DRAFT_121478	24.973
NEUTE1DRAFT_78063	49.9712
NEUTE1DRAFT_83809	48.8
NEUTE1DRAFT_61384	28.699
NEUTE1DRAFT_99916	0
NEUTE1DRAFT_49770	0
NEUTE1DRAFT_49983	0
NEUTE1DRAFT_76427	19.1697
NEUTE1DRAFT_136761	1.58287
NEUTE1DRAFT_106794	0.05196
NEUTE1DRAFT_136759	11.7495
NEUTE1DRAFT_79931	5.75899
NEUTE1DRAFT_80653	0.60958
NEUTE1DRAFT_41312	0
NEUTE1DRAFT_55104	80.7062
NEUTE1DRAFT_85312	12.4666
NEUTE1DRAFT_99874	0.254703
NEUTE1DRAFT_130382	56.3177
NEUTE1DRAFT_109194	101.854
NEUTE1DRAFT_52572	0
NEUTE1DRAFT_61367	14.8198
NEUTE1DRAFT_91160	6.9985
NEUTE1DRAFT_116617	49.4282
NEUTE1DRAFT_63496	57.349
NEUTE1DRAFT_103724	11.9543
NEUTE1DRAFT_121458	494.796
NEUTE1DRAFT_38855	54.6169
NEUTE1DRAFT_112801	1.48522
NEUTE1DRAFT_83267	39.7914
NEUTE1DRAFT_88381	38.9275
NEUTE1DRAFT_116614	336.049
NEUTE1DRAFT_83796	59.3096
NEUTE1DRAFT_145648	111.505
NEUTE1DRAFT_121728	9.24391
NEUTE1DRAFT_124140	21.9509
NEUTE1DRAFT_116087	279.197
NEUTE1DRAFT_115271	0.551248
NEUTE1DRAFT_94302	182.969
NEUTE1DRAFT_80013	24.3619
NEUTE1DRAFT_128310	31.4075
NEUTE1DRAFT_56383	46.1764
NEUTE1DRAFT_132530	5.34563
NEUTE1DRAFT_77441	10.0375
NEUTE1DRAFT_101846	0
NEUTE1DRAFT_107315	32.2927
NEUTE1DRAFT_41103	17.9916
NEUTE1DRAFT_150381	107.298
NEUTE1DRAFT_100500	45.44
NEUTE1DRAFT_109461	0
NEUTE1DRAFT_101493	1.20607
NEUTE1DRAFT_45521	0
NEUTE1DRAFT_121434	0
NEUTE1DRAFT_102783	236.553
NEUTE1DRAFT_121569	35.3081
NEUTE1DRAFT_61295	40.1555
NEUTE1DRAFT_130781	132.824
NEUTE1DRAFT_109155	2.36385
NEUTE1DRAFT_94497	2887.77
NEUTE1DRAFT_120659	46.4662
NEUTE1DRAFT_39488	98.5163
NEUTE1DRAFT_58538	126.567
NEUTE1DRAFT_61275	37.9857
NEUTE1DRAFT_100984	0
NEUTE1DRAFT_66770	14.2441
NEUTE1DRAFT_116597	3.83219
NEUTE1DRAFT_76089	529.905
NEUTE1DRAFT_87840	25.2477
NEUTE1DRAFT_75342	69.3753
NEUTE1DRAFT_121413	66.0902
NEUTE1DRAFT_140299	0
NEUTE1DRAFT_60019	14.5724
NEUTE1DRAFT_121411	114.151
NEUTE1DRAFT_77663	18.5617
NEUTE1DRAFT_77322	23.2945
NEUTE1DRAFT_99803	23.3803
NEUTE1DRAFT_150387	111.615
NEUTE1DRAFT_88258	2.31929
NEUTE1DRAFT_85280	160.571
NEUTE1DRAFT_145602	8.28074
NEUTE1DRAFT_116578	19.5358
NEUTE1DRAFT_72040	181.241
NEUTE1DRAFT_28871	0
NEUTE1DRAFT_132792	169.134
NEUTE1DRAFT_145598	27.9926
NEUTE1DRAFT_33990	2596.56
NEUTE1DRAFT_65011	4.83387
NEUTE1DRAFT_85346	64.5205
NEUTE1DRAFT_137035	0
NEUTE1DRAFT_99791	6.45443
NEUTE1DRAFT_121394	162.76
NEUTE1DRAFT_145589	17.4189
NEUTE1DRAFT_121384	0.170012
NEUTE1DRAFT_89000	519.821
NEUTE1DRAFT_99779	148.435
NEUTE1DRAFT_58354	42.4971
NEUTE1DRAFT_99775	4.00171
NEUTE1DRAFT_145580	0.156843
NEUTE1DRAFT_135541	47.3153
NEUTE1DRAFT_61189	3.88857
NEUTE1DRAFT_79863	17.732
NEUTE1DRAFT_104444	12.0769
NEUTE1DRAFT_120779	43.6148
NEUTE1DRAFT_121353	105.363
NEUTE1DRAFT_61178	21.1077
NEUTE1DRAFT_79855	0.119282
NEUTE1DRAFT_61173	1.83822
NEUTE1DRAFT_79845	11.568
NEUTE1DRAFT_114569	0
NEUTE1DRAFT_147675	1.89933
NEUTE1DRAFT_116661	496.811
NEUTE1DRAFT_61242	6.41924
NEUTE1DRAFT_79831	3.9609
NEUTE1DRAFT_129617	26.0513
NEUTE1DRAFT_145560	41.9522
NEUTE1DRAFT_38634	0
NEUTE1DRAFT_80736	24.8434
NEUTE1DRAFT_109078	0
NEUTE1DRAFT_59167	0.377604
NEUTE1DRAFT_43964	0.649429
NEUTE1DRAFT_128922	26.934
NEUTE1DRAFT_129022	116.085
NEUTE1DRAFT_116562	40.124
NEUTE1DRAFT_35893	0
NEUTE1DRAFT_51112	0
NEUTE1DRAFT_79797	178.149
NEUTE1DRAFT_132977	66.6327
NEUTE1DRAFT_109285	0.436374
NEUTE1DRAFT_121342	11.6551
NEUTE1DRAFT_147081	4.0698
NEUTE1DRAFT_145545	14.9204
NEUTE1DRAFT_122408	4.07481
NEUTE1DRAFT_99963	0
NEUTE1DRAFT_128914	30.2244
NEUTE1DRAFT_122532	58.2917
NEUTE1DRAFT_123662	42.7971
NEUTE1DRAFT_87303	45.2559
NEUTE1DRAFT_79787	4.83866
NEUTE1DRAFT_102489	26.0026
NEUTE1DRAFT_116579	0
NEUTE1DRAFT_61082	49.0604
NEUTE1DRAFT_109669	12.394
NEUTE1DRAFT_43942	88.9438
NEUTE1DRAFT_64480	78.9662
NEUTE1DRAFT_133314	31.2368
NEUTE1DRAFT_116555	7.4924
NEUTE1DRAFT_102514	5.37925
NEUTE1DRAFT_39516	14.9708
NEUTE1DRAFT_97228	96.5378
NEUTE1DRAFT_118802	121.964
NEUTE1DRAFT_145531	409.008
NEUTE1DRAFT_150877	40.1529
NEUTE1DRAFT_107026	175.013
NEUTE1DRAFT_97829	40.8389
NEUTE1DRAFT_94447	0.438707
NEUTE1DRAFT_38710	22.4919
NEUTE1DRAFT_79725	39.7825
NEUTE1DRAFT_115852	39.7015
NEUTE1DRAFT_40130	0.362359
NEUTE1DRAFT_105216	97.8526
NEUTE1DRAFT_124509	145.211
NEUTE1DRAFT_116732	310.033
NEUTE1DRAFT_79694	27.4373
NEUTE1DRAFT_113524	0.997185
NEUTE1DRAFT_128878	10.3783
NEUTE1DRAFT_80650	7.48296
NEUTE1DRAFT_75440	85.7305
NEUTE1DRAFT_61000	26.8547
NEUTE1DRAFT_116538	18.6968
NEUTE1DRAFT_54297	0
NEUTE1DRAFT_36905	6.71791
NEUTE1DRAFT_116537	306.2
NEUTE1DRAFT_147076	27.58
NEUTE1DRAFT_128865	26.6396
NEUTE1DRAFT_116687	46.4088
NEUTE1DRAFT_45366	13.6155
NEUTE1DRAFT_66608	63.1902
NEUTE1DRAFT_133996	53.7928
NEUTE1DRAFT_60954	92.8606
NEUTE1DRAFT_79630	11.2542
NEUTE1DRAFT_116604	19.6633
NEUTE1DRAFT_121277	38.5213
NEUTE1DRAFT_62940	75.0331
NEUTE1DRAFT_137123	14.1734
NEUTE1DRAFT_136540	61.3776
NEUTE1DRAFT_122751	30.065
NEUTE1DRAFT_116529	45.2515
NEUTE1DRAFT_79619	16.0018
NEUTE1DRAFT_109049	2.67443
NEUTE1DRAFT_92846	36.9193
NEUTE1DRAFT_88033	23.2506
NEUTE1DRAFT_97501	7.93033
NEUTE1DRAFT_121272	265.34
NEUTE1DRAFT_136626	6.32156
NEUTE1DRAFT_128131	35.8553
NEUTE1DRAFT_115663	29.4876
NEUTE1DRAFT_48702	52.5157
NEUTE1DRAFT_62032	9.44796
NEUTE1DRAFT_121265	18.2507
NEUTE1DRAFT_126410	12.5723
NEUTE1DRAFT_116523	154.11
NEUTE1DRAFT_116598	113.79
NEUTE1DRAFT_106807	8.04492
NEUTE1DRAFT_135818	4.84386
NEUTE1DRAFT_121258	35.5516
NEUTE1DRAFT_51855	1.7828
NEUTE1DRAFT_128153	35.3097
NEUTE1DRAFT_116121	0
NEUTE1DRAFT_41900	0
NEUTE1DRAFT_118541	292.418
NEUTE1DRAFT_148390	89.887
NEUTE1DRAFT_128835	0.904876
NEUTE1DRAFT_137054	2.17571
NEUTE1DRAFT_100187	33.0459
NEUTE1DRAFT_122615	78.6906
NEUTE1DRAFT_121246	150.31
NEUTE1DRAFT_79539	23.0675
NEUTE1DRAFT_40312	0.391542
NEUTE1DRAFT_99608	4.21382
NEUTE1DRAFT_119029	63.1345
NEUTE1DRAFT_38738	0.513881
NEUTE1DRAFT_42678	20.1797
NEUTE1DRAFT_67259	40.1256
NEUTE1DRAFT_108961	0
NEUTE1DRAFT_144727	24.0837
NEUTE1DRAFT_90752	138.366
NEUTE1DRAFT_134201	860.283
NEUTE1DRAFT_71601	154.943
NEUTE1DRAFT_78257	46.7887
NEUTE1DRAFT_99406	0
NEUTE1DRAFT_121313	26.5185
NEUTE1DRAFT_144199	32.4451
NEUTE1DRAFT_146820	3.71256
NEUTE1DRAFT_92277	4.8725
NEUTE1DRAFT_39374	3.9944
NEUTE1DRAFT_128186	14.682
NEUTE1DRAFT_79533	81.3589
NEUTE1DRAFT_42993	31.7999
NEUTE1DRAFT_60847	12.0406
NEUTE1DRAFT_116569	249.574
NEUTE1DRAFT_145523	7.65053
NEUTE1DRAFT_71612	30.7666
NEUTE1DRAFT_145447	2.37545
NEUTE1DRAFT_47815	190.187
NEUTE1DRAFT_133171	113.055
NEUTE1DRAFT_121485	100.183
NEUTE1DRAFT_145437	26.2847
NEUTE1DRAFT_147033	16.879
NEUTE1DRAFT_128813	79.9772
NEUTE1DRAFT_109527	8.26981
NEUTE1DRAFT_111482	0
NEUTE1DRAFT_49802	25.5075
NEUTE1DRAFT_111927	0
NEUTE1DRAFT_99590	43.6021
NEUTE1DRAFT_60808	24.2082
NEUTE1DRAFT_35647	23.0389
NEUTE1DRAFT_102768	0
NEUTE1DRAFT_131340	16.2778
NEUTE1DRAFT_121266	55.4103
NEUTE1DRAFT_115718	12.0698
NEUTE1DRAFT_109071	363.367
NEUTE1DRAFT_134193	6.78434
NEUTE1DRAFT_116506	106.524
NEUTE1DRAFT_98602	5.88309
NEUTE1DRAFT_145289	0.152677
NEUTE1DRAFT_118612	357.296
NEUTE1DRAFT_149518	10.8359
NEUTE1DRAFT_99581	14.2283
NEUTE1DRAFT_79465	19.0619
NEUTE1DRAFT_125428	26.5864
NEUTE1DRAFT_136471	79.0886
NEUTE1DRAFT_105869	77.9305
NEUTE1DRAFT_89378	531.383
NEUTE1DRAFT_39120	40.893
NEUTE1DRAFT_38114	248.791
NEUTE1DRAFT_121211	76.1143
NEUTE1DRAFT_85059	22.1348
NEUTE1DRAFT_80863	7.06042
NEUTE1DRAFT_116498	15.1959
NEUTE1DRAFT_147805	92.6164
NEUTE1DRAFT_131937	16.4796
NEUTE1DRAFT_60736	111.587
NEUTE1DRAFT_53572	0
NEUTE1DRAFT_104889	1.8027
NEUTE1DRAFT_60731	14.7197
NEUTE1DRAFT_79667	17.3987
NEUTE1DRAFT_128971	34.8313
NEUTE1DRAFT_118548	620.49
NEUTE1DRAFT_39037	0.272252
NEUTE1DRAFT_144403	44.9314
NEUTE1DRAFT_136612	274.694
NEUTE1DRAFT_145403	14.6215
NEUTE1DRAFT_60714	49.3469
NEUTE1DRAFT_133463	144.369
NEUTE1DRAFT_116654	273.769
NEUTE1DRAFT_148083	36.9949
NEUTE1DRAFT_128614	16.3375
NEUTE1DRAFT_60704	237.098
NEUTE1DRAFT_125952	0.178105
NEUTE1DRAFT_128461	28.1256
NEUTE1DRAFT_100044	0.972547
NEUTE1DRAFT_136909	8.32821
NEUTE1DRAFT_83312	92.1056
NEUTE1DRAFT_40750	0
NEUTE1DRAFT_108727	63.7199
NEUTE1DRAFT_123651	29.6032
NEUTE1DRAFT_99472	18.9868
NEUTE1DRAFT_70534	19.2485
NEUTE1DRAFT_130182	131.417
NEUTE1DRAFT_45453	0
NEUTE1DRAFT_69098	100.829
NEUTE1DRAFT_128785	202.654
NEUTE1DRAFT_122524	66.8813
NEUTE1DRAFT_86026	42.9019
NEUTE1DRAFT_116491	46.8446
NEUTE1DRAFT_86574	21.9612
NEUTE1DRAFT_116490	28.4599
NEUTE1DRAFT_100233	1.07452
NEUTE1DRAFT_149762	43.6733
NEUTE1DRAFT_102701	221.654
NEUTE1DRAFT_99520	6.17076
NEUTE1DRAFT_117042	28.9078
NEUTE1DRAFT_113111	4.85512
NEUTE1DRAFT_60663	29.4695
NEUTE1DRAFT_121170	51.7827
NEUTE1DRAFT_93589	339.818
NEUTE1DRAFT_87504	6659.87
NEUTE1DRAFT_76685	52.5665
NEUTE1DRAFT_123755	48.5836
NEUTE1DRAFT_61225	198.544
NEUTE1DRAFT_146466	127.7
NEUTE1DRAFT_79325	59.0145
NEUTE1DRAFT_123288	82.335
NEUTE1DRAFT_59854	325.81
NEUTE1DRAFT_126955	7.59201
NEUTE1DRAFT_126385	12.6544
NEUTE1DRAFT_87178	11.7501
NEUTE1DRAFT_116507	397.344
NEUTE1DRAFT_79315	52.5108
NEUTE1DRAFT_110541	2.21549
NEUTE1DRAFT_41259	0
NEUTE1DRAFT_73816	24.9782
NEUTE1DRAFT_79310	61.0085
NEUTE1DRAFT_35239	9.60057
NEUTE1DRAFT_43829	4.79281
NEUTE1DRAFT_121152	3.8776
NEUTE1DRAFT_40958	38.4746
NEUTE1DRAFT_60133	26.2306
NEUTE1DRAFT_14110	83.3946
NEUTE1DRAFT_61097	48.0778
NEUTE1DRAFT_39728	33.2729
NEUTE1DRAFT_141816	193.505
NEUTE1DRAFT_124927	15.2721
NEUTE1DRAFT_38506	78.2526
NEUTE1DRAFT_116969	0
NEUTE1DRAFT_44219	16.2624
NEUTE1DRAFT_128734	5.55939
NEUTE1DRAFT_87667	1.25062
NEUTE1DRAFT_145352	17.8262
NEUTE1DRAFT_58905	351.917
NEUTE1DRAFT_119260	47.7412
NEUTE1DRAFT_51174	56.3109
NEUTE1DRAFT_128731	15.1889
NEUTE1DRAFT_122569	0.986678
NEUTE1DRAFT_116476	92.2855
NEUTE1DRAFT_60596	19.0429
NEUTE1DRAFT_103495	0
NEUTE1DRAFT_135815	0.563689
NEUTE1DRAFT_145083	24.3969
NEUTE1DRAFT_116621	309.959
NEUTE1DRAFT_141217	36.5156
NEUTE1DRAFT_129244	83.1978
NEUTE1DRAFT_72200	62.1659
NEUTE1DRAFT_123297	25.2823
NEUTE1DRAFT_86118	45.4881
NEUTE1DRAFT_125152	14.7676
NEUTE1DRAFT_60584	394.925
NEUTE1DRAFT_128885	38.4253
NEUTE1DRAFT_146838	38.1149
NEUTE1DRAFT_102672	0.618886
NEUTE1DRAFT_38357	111.981
NEUTE1DRAFT_40061	0
NEUTE1DRAFT_118221	10.6209
NEUTE1DRAFT_41349	0
NEUTE1DRAFT_116468	764.47
NEUTE1DRAFT_60563	20.5987
NEUTE1DRAFT_128716	11.397
NEUTE1DRAFT_116384	0.762206
NEUTE1DRAFT_133417	22.1627
NEUTE1DRAFT_79235	167.566
NEUTE1DRAFT_79233	56.6846
NEUTE1DRAFT_146815	46.4039
NEUTE1DRAFT_79220	50.9719
NEUTE1DRAFT_144167	6.05086
NEUTE1DRAFT_126197	40.2827
NEUTE1DRAFT_95082	0
NEUTE1DRAFT_75473	15.8163
NEUTE1DRAFT_122293	79.5514
NEUTE1DRAFT_117885	0
NEUTE1DRAFT_99452	0.627386
NEUTE1DRAFT_128707	4.3692
NEUTE1DRAFT_61565	274.523
NEUTE1DRAFT_145320	140.053
NEUTE1DRAFT_105242	3.01741
NEUTE1DRAFT_80098	405.098
NEUTE1DRAFT_89349	15.1225
NEUTE1DRAFT_127526	10.7418
NEUTE1DRAFT_54040	11.8781
NEUTE1DRAFT_43920	0
NEUTE1DRAFT_79198	145.752
NEUTE1DRAFT_145207	60.378
NEUTE1DRAFT_121106	9.16463
NEUTE1DRAFT_109968	115.541
NEUTE1DRAFT_38605	0
NEUTE1DRAFT_76264	58.8044
NEUTE1DRAFT_118383	32.7967
NEUTE1DRAFT_79192	30.723
NEUTE1DRAFT_66355	40.1806
NEUTE1DRAFT_50119	11.9628
NEUTE1DRAFT_136320	0.316132
NEUTE1DRAFT_33905	0
NEUTE1DRAFT_116193	0
NEUTE1DRAFT_129055	57.598
NEUTE1DRAFT_102685	18.0139
NEUTE1DRAFT_128693	15.1897
NEUTE1DRAFT_40256	0
NEUTE1DRAFT_91978	42.3405
NEUTE1DRAFT_129143	8.62999
NEUTE1DRAFT_60491	64.0104
NEUTE1DRAFT_121670	13.247
NEUTE1DRAFT_74127	17.6387
NEUTE1DRAFT_77050	54.1713
NEUTE1DRAFT_61104	17.9791
NEUTE1DRAFT_132226	8.21542
NEUTE1DRAFT_108024	0.377388
NEUTE1DRAFT_62701	9.45325
NEUTE1DRAFT_80430	11.1482
NEUTE1DRAFT_61710	65.4895
NEUTE1DRAFT_75855	16.8203
NEUTE1DRAFT_137032	3.09483
NEUTE1DRAFT_62403	62.3475
NEUTE1DRAFT_92128	225.969
NEUTE1DRAFT_146655	10.5642
NEUTE1DRAFT_128683	14.8104
NEUTE1DRAFT_56893	31.3167
NEUTE1DRAFT_119153	432.529
NEUTE1DRAFT_120574	154.033
NEUTE1DRAFT_126254	26.6517
NEUTE1DRAFT_96287	0
NEUTE1DRAFT_123107	201.772
NEUTE1DRAFT_79143	79.255
NEUTE1DRAFT_135798	5.78061
NEUTE1DRAFT_121084	55.7253
NEUTE1DRAFT_118109	0
NEUTE1DRAFT_121631	10.961
NEUTE1DRAFT_121082	19.6452
NEUTE1DRAFT_121081	1.38863
NEUTE1DRAFT_120107	110.114
NEUTE1DRAFT_99404	7.09453
NEUTE1DRAFT_127570	25.0872
NEUTE1DRAFT_60434	66.7806
NEUTE1DRAFT_105626	0
NEUTE1DRAFT_77799	22.4891
NEUTE1DRAFT_97346	42.8012
NEUTE1DRAFT_147665	0.772923
NEUTE1DRAFT_116586	77.3417
NEUTE1DRAFT_60430	35.5633
NEUTE1DRAFT_39444	45.525
NEUTE1DRAFT_116592	4.25253
NEUTE1DRAFT_60425	10.7696
NEUTE1DRAFT_60437	3.60199
NEUTE1DRAFT_74064	103.732
NEUTE1DRAFT_145275	83.712
NEUTE1DRAFT_43137	36.8735
NEUTE1DRAFT_145274	77.5737
NEUTE1DRAFT_145003	5.4033
NEUTE1DRAFT_87089	10.1513
NEUTE1DRAFT_38877	26.0177
NEUTE1DRAFT_79678	27.9505
NEUTE1DRAFT_47587	15.9361
NEUTE1DRAFT_100168	363.708
NEUTE1DRAFT_145272	7.59577
NEUTE1DRAFT_116440	935.558
NEUTE1DRAFT_79075	63.0649
NEUTE1DRAFT_136559	1.44933
NEUTE1DRAFT_85728	26.6534
NEUTE1DRAFT_116436	1.69837
NEUTE1DRAFT_79064	20.763
NEUTE1DRAFT_70042	1.6913
NEUTE1DRAFT_141250	1.73797
NEUTE1DRAFT_130230	29.2556
NEUTE1DRAFT_121512	13.8085
NEUTE1DRAFT_79058	10.267
NEUTE1DRAFT_121054	22.2573
NEUTE1DRAFT_78834	20.3878
NEUTE1DRAFT_135836	7.77733
NEUTE1DRAFT_109116	58.6574
NEUTE1DRAFT_123912	27.2491
NEUTE1DRAFT_116464	91.2536
NEUTE1DRAFT_60489	8.01998
NEUTE1DRAFT_105112	1.17576
NEUTE1DRAFT_79012	63.627
NEUTE1DRAFT_136240	318.056
NEUTE1DRAFT_135797	4.08625
NEUTE1DRAFT_139706	84.2895
NEUTE1DRAFT_60321	39.7247
NEUTE1DRAFT_35038	0
NEUTE1DRAFT_78781	11.2114
NEUTE1DRAFT_29386	9.23248
NEUTE1DRAFT_128623	26.8525
NEUTE1DRAFT_122973	9.37664
NEUTE1DRAFT_108705	0.857735
NEUTE1DRAFT_129780	30.2393
NEUTE1DRAFT_60319	42.7785
NEUTE1DRAFT_84862	9.54433
NEUTE1DRAFT_103489	0
NEUTE1DRAFT_78995	53.8407
NEUTE1DRAFT_125599	0
NEUTE1DRAFT_44488	1.09894
NEUTE1DRAFT_78991	6.37985
NEUTE1DRAFT_60307	26.9361
NEUTE1DRAFT_71437	176.185
NEUTE1DRAFT_80029	4.79708
NEUTE1DRAFT_113375	0
NEUTE1DRAFT_116423	312.093
NEUTE1DRAFT_148368	96.1599
NEUTE1DRAFT_86754	15.101
NEUTE1DRAFT_116054	85.9988
NEUTE1DRAFT_80998	25.9976
NEUTE1DRAFT_114870	0
NEUTE1DRAFT_94947	93.9756
NEUTE1DRAFT_129003	128.857
NEUTE1DRAFT_117453	0
NEUTE1DRAFT_51317	0
NEUTE1DRAFT_111412	0
NEUTE1DRAFT_46340	0.957129
NEUTE1DRAFT_116588	176.593
NEUTE1DRAFT_121019	4.98306
NEUTE1DRAFT_116309	39.4187
NEUTE1DRAFT_60268	15.6411
NEUTE1DRAFT_109517	1.97799
NEUTE1DRAFT_123166	106.866
NEUTE1DRAFT_109128	0.36134
NEUTE1DRAFT_122163	75.4553
NEUTE1DRAFT_89512	5.94824
NEUTE1DRAFT_121091	16.0906
NEUTE1DRAFT_78944	43.0643
NEUTE1DRAFT_55219	0
NEUTE1DRAFT_147635	59.0898
NEUTE1DRAFT_148041	0
NEUTE1DRAFT_60401	66.7696
NEUTE1DRAFT_80548	35.3193
NEUTE1DRAFT_118055	609.699
NEUTE1DRAFT_127512	13.7988
NEUTE1DRAFT_99530	6.32756
NEUTE1DRAFT_40829	2.35616
NEUTE1DRAFT_119288	28.7862
NEUTE1DRAFT_83877	33.4114
NEUTE1DRAFT_144053	74.5441
NEUTE1DRAFT_41847	0
NEUTE1DRAFT_142486	132.862
NEUTE1DRAFT_60244	12.7398
NEUTE1DRAFT_125191	4.02007
NEUTE1DRAFT_149239	50.9341
NEUTE1DRAFT_67673	22.1518
NEUTE1DRAFT_80893	36.0328
NEUTE1DRAFT_19452	6.55443
NEUTE1DRAFT_100805	18.7712
NEUTE1DRAFT_147079	107.46
NEUTE1DRAFT_118730	365.152
NEUTE1DRAFT_116399	34.8629
NEUTE1DRAFT_101216	2.90508
NEUTE1DRAFT_145358	193.416
NEUTE1DRAFT_145456	7.86314
NEUTE1DRAFT_127990	31.0497
NEUTE1DRAFT_125685	9.10606
NEUTE1DRAFT_100147	1.53866
NEUTE1DRAFT_60205	40.9012
NEUTE1DRAFT_124177	31.4665
NEUTE1DRAFT_117901	22.5794
NEUTE1DRAFT_78879	17.1573
NEUTE1DRAFT_121192	13.1119
NEUTE1DRAFT_79528	64.1266
NEUTE1DRAFT_117615	0
NEUTE1DRAFT_128580	44.6584
NEUTE1DRAFT_38109	2.11009
NEUTE1DRAFT_92891	128.542
NEUTE1DRAFT_78866	14.7154
NEUTE1DRAFT_75375	10.4281
NEUTE1DRAFT_145189	0.478197
NEUTE1DRAFT_57702	228.222
NEUTE1DRAFT_60176	12.5657
NEUTE1DRAFT_94058	290.8
NEUTE1DRAFT_107006	0.321699
NEUTE1DRAFT_21184	0
NEUTE1DRAFT_103236	25.9036
NEUTE1DRAFT_40040	48.7013
NEUTE1DRAFT_129800	0.586588
NEUTE1DRAFT_126763	34.5361
NEUTE1DRAFT_91132	47.3396
NEUTE1DRAFT_136169	17.3824
NEUTE1DRAFT_40811	5.50162
NEUTE1DRAFT_102820	1.21741
NEUTE1DRAFT_62227	28.0518
NEUTE1DRAFT_111389	41.7558
NEUTE1DRAFT_120976	43.9096
NEUTE1DRAFT_132375	2.65537
NEUTE1DRAFT_120975	25.9225
NEUTE1DRAFT_78831	26.8387
NEUTE1DRAFT_64449	21.6127
NEUTE1DRAFT_39282	4.44987
NEUTE1DRAFT_120968	24.7877
NEUTE1DRAFT_145172	16.7117
NEUTE1DRAFT_38203	22.7468
NEUTE1DRAFT_78803	31.4899
NEUTE1DRAFT_79660	62.2722
NEUTE1DRAFT_99267	0
NEUTE1DRAFT_85151	28.6656
NEUTE1DRAFT_99203	202.679
NEUTE1DRAFT_85527	7.21873
NEUTE1DRAFT_128551	76.5707
NEUTE1DRAFT_57965	20.1792
NEUTE1DRAFT_116381	0.431375
NEUTE1DRAFT_39773	45.1814
NEUTE1DRAFT_60112	39.4156
NEUTE1DRAFT_74896	19.6768
NEUTE1DRAFT_129398	29.3965
NEUTE1DRAFT_116715	326.47
NEUTE1DRAFT_84745	8.27036
NEUTE1DRAFT_60106	4.61698
NEUTE1DRAFT_136721	102.776
NEUTE1DRAFT_140209	25.1115
NEUTE1DRAFT_40599	55.122
NEUTE1DRAFT_88135	109.772
NEUTE1DRAFT_65867	16.2827
NEUTE1DRAFT_85907	64.6134
NEUTE1DRAFT_120946	12.5781
NEUTE1DRAFT_119955	38.9499
NEUTE1DRAFT_116371	77.7721
NEUTE1DRAFT_98927	1.92328
NEUTE1DRAFT_10683	7.9639
NEUTE1DRAFT_126049	64.6953
NEUTE1DRAFT_138113	0.73349
NEUTE1DRAFT_128536	31.9955
NEUTE1DRAFT_139266	0
NEUTE1DRAFT_120933	33.772
NEUTE1DRAFT_80854	78.4238
NEUTE1DRAFT_134046	22.5028
NEUTE1DRAFT_89155	420.714
NEUTE1DRAFT_109478	19.6358
NEUTE1DRAFT_37852	1122.74
NEUTE1DRAFT_117137	159.57
NEUTE1DRAFT_127475	53.9885
NEUTE1DRAFT_138922	11.3522
NEUTE1DRAFT_135691	4.57073
NEUTE1DRAFT_78736	38.5674
NEUTE1DRAFT_28618	0
NEUTE1DRAFT_79655	87.2404
NEUTE1DRAFT_40279	0
NEUTE1DRAFT_101299	0
NEUTE1DRAFT_91388	12.408
NEUTE1DRAFT_127142	15.8028
NEUTE1DRAFT_149216	16.2882
NEUTE1DRAFT_124807	21.2756
NEUTE1DRAFT_129232	24.6822
NEUTE1DRAFT_136055	1.06938
NEUTE1DRAFT_124132	14.7052
NEUTE1DRAFT_101306	0
NEUTE1DRAFT_77160	29.9986
NEUTE1DRAFT_123386	24.2169
NEUTE1DRAFT_73650	3.51143
NEUTE1DRAFT_81035	15.7013
NEUTE1DRAFT_60015	31.3254
NEUTE1DRAFT_109550	5.93637
NEUTE1DRAFT_150819	35.5125
NEUTE1DRAFT_145124	8.08879
NEUTE1DRAFT_87062	26.2282
NEUTE1DRAFT_78687	32.7731
NEUTE1DRAFT_44759	0
NEUTE1DRAFT_59993	65.5131
NEUTE1DRAFT_145117	56.7941
NEUTE1DRAFT_90646	53.1127
NEUTE1DRAFT_131266	0
NEUTE1DRAFT_71608	222.27
NEUTE1DRAFT_120903	6.35514
NEUTE1DRAFT_144881	8.24045
NEUTE1DRAFT_91302	56.9406
NEUTE1DRAFT_145938	1.46485
NEUTE1DRAFT_116348	61.0737
NEUTE1DRAFT_120891	74.9746
NEUTE1DRAFT_145488	66.5894
NEUTE1DRAFT_120887	7.7596
NEUTE1DRAFT_62941	13.6929
NEUTE1DRAFT_78605	180.998
NEUTE1DRAFT_10784	13.8865
NEUTE1DRAFT_98809	0.352772
NEUTE1DRAFT_65014	18.5218
NEUTE1DRAFT_116342	39.4468
NEUTE1DRAFT_91889	31.8469
NEUTE1DRAFT_136071	395.732
NEUTE1DRAFT_61597	229.175
NEUTE1DRAFT_128482	56.7059
NEUTE1DRAFT_123952	200.671
NEUTE1DRAFT_51737	10.4756
NEUTE1DRAFT_59896	34.2581
NEUTE1DRAFT_35581	81.908
NEUTE1DRAFT_59886	95.642
NEUTE1DRAFT_118894	155.89
NEUTE1DRAFT_130877	40.961
NEUTE1DRAFT_99164	40.9429
